,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity,Sector
6685,7161,,,90216,15310714-0502402,,G,232.77977,-5.044517,118.848153003,,0.023899,-20.485,0.004379868340329065,12302687708.12386,1673.0
8825,9304,,,1046159,15371268-0519572,,G,234.302856,-5.332568,120.15694490899999,,0.0217,-19.4297,0.005736464051444543,4654574651.026364,1673.0
12126,12607,,,55569,15361172-0523523,,G,234.048859,-5.397865,122.01167147299999,,0.030448000000000006,-20.129,0.007872312209173211,8863392873.279366,1673.0
16018,16502,,,160625,15410476-0509255,,G,235.269867,-5.157111,145.330491475,,0.0224,-21.1138,0.01035633475148041,21954320501.94128,1673.0
16724,17208,,,,15313077-0509393,,G,232.878235,-5.1609440000000015,123.25475516700001,,0.031079,-21.1,0.010794611468300788,21677041048.19705,1673.0
18934,19419,55349.0,PGC055349,PGC055349,15321843-0249208,,G,233.076828,-2.822465,101.13109664299999,,0.0224509012255,-21.1244,0.012197115602589344,22169709378.02311,1673.0
19722,20207,,,,15382076-0549436,,G,234.586517,-5.828793,121.323277876,,0.028603,-20.2087,0.012683558604607905,9538498154.227728,1673.0
20718,21203,55580.0,PGC055580,PGC055580,15362137-0315483,,G,234.089081,-3.263418,104.769180994,,0.03022,-20.4322,0.013282149335020334,11718715207.42035,1673.0
21314,21799,,,55428,15333742-0257581,,G,233.40593,-2.966158,148.968220956,,0.029082,-20.5725,0.013656218465311851,13335214321.63324,1673.0
23304,23791,,,,15325210-0650082,,G,233.217102,-6.8356309999999985,155.451945664,,0.029098,-21.12,0.014879437137749215,22080047330.18906,1673.0
26521,27009,,,185072,15322312-0645528,,G,233.096344,-6.764678999999999,163.611987747,,0.028711,-21.1761,0.01683378045939303,23250912404.57239,1673.0
28351,28839,,,1070709,15352377-0328571,,G,233.84906,-3.4825410000000003,268.022000123,,0.048495,-21.9369,0.01795752594968679,46855437786.81549,1673.0
29841,30331,,,1049379,15332594-0505469,,G,233.35809300000003,-5.09638,120.760164029,,0.035036000000000005,-20.4356,0.01885058322444001,11755470067.561668,1673.0
37036,37527,,,,15410898-0505075,,G,235.28743,-5.085442,143.335402657,,0.032387,-20.3418,0.0230057355199299,10782513237.650517,1673.0
43960,44453,160599.0,PGC160599,PGC160599,15360897-0521513,,G,234.037415,-5.364254,90.8497411033,,0.02068,-19.5966,0.025575991670991918,5428002012.4016285,1673.0
44381,44874,185116.0,PGC185116,PGC185116,15360762-0315353,,G,234.031769,-3.259811,161.795283569,,0.036749,-19.9198,0.025712650318773813,7310044150.908531,1673.0
48235,48728,1085714.0,PGC1085714,PGC1085714,15323981-0240077,,G,233.165909,-2.668827,38.0083847521,,0.008913244456620001,-16.2094,0.026628836413953774,239750764.11802325,1673.0
96301,96794,,,160538,15313614-0625196,,G,232.900604,-6.422134,188.234134788,,0.042265,-20.6995,0.04652941719851439,14989943641.12214,1673.0
