,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity,Sector
5542,6018,,,3097021,17021474-2044309,,G,255.561447,-20.741928,124.605737457,,0.023848,-20.8547,0.0036222500243581718,17293384593.189804,2061.0
9178,9657,,,3097046,17063120-2117314,,G,256.630005,-21.292072,130.100892289,,0.022743,-20.8644,0.005957281943265879,17448576424.736923,2061.0
11832,12313,,,3097038,17052299-1945434,,G,256.345825,-19.762068,122.83884625200001,,0.024404,-20.4697,0.007687984638572094,12130536250.50724,2061.0
15937,16421,,,,17022738-1843179,,G,255.61412,-18.721645,131.984170037,,0.017615000000000002,-20.5936,0.01030093388589187,13596903021.505823,2061.0
17370,17855,,,3097048,17065069-1842377,,G,256.711243,-18.710485,123.82280964200001,,0.018297,-20.692,0.011194155812497471,14886753594.9236,2061.0
18379,18864,,,161024,17005904-1848238,,G,255.246033,-18.80662,132.029024246,,0.041382,-20.4263,0.011842880772835416,11655207238.14208,2061.0
18402,18887,,,3097053,17082821-2046267,,G,257.117554,-20.774105,124.28806792700001,,0.030872000000000007,-19.4751,0.01185535584457932,4853331989.431956,2061.0
18814,19299,,,3097060,17101104-1949128,,G,257.546021,-19.820223,136.293197677,,0.026257,-20.1414,0.012111835526032969,8965200362.147375,2061.0
19100,19585,,,870347,17011449-1816046,,G,255.310379,-18.267952,135.785671988,,0.031668,-19.9333,0.012304531613183288,7401504371.846586,2061.0
24959,25447,,,864331,16595518-1844175,,G,254.979935,-18.738211,133.379446351,,0.028023000000000003,-20.5654,0.015871247568488657,13248295305.335268,2061.0
24997,25485,,,3097056,17083701-1932167,,G,257.154236,-19.537985,133.334572181,,0.060086,-19.8947,0.015897445514809868,7142989307.172186,2061.0
28113,28601,,,3097036,17051601-2045374,,G,256.316711,-20.760399,126.624392031,,0.047007,-19.3876,0.017824848514363858,4477545419.946122,2061.0
29915,30405,,,166508,17091519-2025168,,G,257.313324,-20.421354,133.186492123,,0.027322000000000003,-19.5673,0.01889091574966976,5283479175.275353,2061.0
30903,31393,,,3097026,17024688-1832070,,G,255.695358,-18.535301,130.481937375,,0.0297971248986,-18.6478,0.01946490128291288,2265270138.3976274,2061.0
34120,34610,,,3097110,17032046-2031489,,G,255.835251,-20.530258,133.056367124,,0.03422,-19.9822,0.021323778202558232,7742478356.609571,2061.0
48035,48528,3097008.0,PGC3097008,PGC3097008,16581505-1855280,,G,254.562729,-18.924471,168.682604945,,0.038433,-19.7314,0.026574346149430068,6145539296.041192,2061.0
51305,51798,4683042.0,6dFJ1709365-195214,6dFJ1709365-195214,17093647-1952145,,G,257.401978,-19.870707,174.120637228,,0.039718,-19.9683,0.027505303706923,7643988059.81743,2061.0
97200,97693,,,166504,17021504-2023559,,G,255.56266800000003,-20.39887,158.744158183,,0.036732,-18.6575,0.046999980006681916,2285598803.37543,2061.0
97201,97694,,,166505,17034672-2036417,,G,255.944702,-20.611586,202.19944628,,0.045804,-21.2279,0.04700088126347217,24387091065.25381,2061.0
114614,115107,,,864974,16565235-1841114,,G,254.218155,-18.686512,151.152021804,,0.035457,-20.7881,0.05556121757670937,16264473154.487455,2061.0
115031,115524,,,881974,17034129-1730524,,G,255.922058,-17.514574,196.25984027599998,,0.044276,-20.0932,0.05577392656686438,8575905761.092434,2061.0
129337,129830,,,2801813,17005797-1938578,,G,255.241577,-19.649399,184.231127268,,0.041366,-20.1768,0.06162586114210545,9262324666.952738,2061.0
