,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity,Sector
5091,5567,,,ESO577-030,13435499-1945348,,G,205.979156,-19.759676,157.531783263,,0.026195,-21.2918,0.003343556130434945,25865447704.239426,2052.0
7268,7746,,,49101,13501165-1947265,,G,207.548569,-19.790709,154.751445292,,0.028663,-21.5902,0.004761960090145581,34047090098.25976,2052.0
8599,9078,,,48640,13434996-1950278,,G,205.958206,-19.841066,143.94324931,,0.033686,-21.136,0.005595255897433913,22407840267.8606,2052.0
11086,11566,,,170286,13425995-1959405,,G,205.749832,-19.994608,141.78706447,,0.033567,-21.1562,0.00720950216100627,22828637924.95681,2052.0
15461,15945,,,48637,13434918-1949278,,G,205.954956,-19.8244,146.024347831,,0.037963,-20.1541,0.00999291303712084,9070683217.384048,2052.0
15780,16264,,,170289,13440321-1948248,,G,206.013412,-19.806892,160.54549927600002,,0.03796,-21.324,0.0102118711234271,26644035277.24903,2052.0
16851,17335,,,48061,13364779-1818515,,G,204.199158,-18.314312,189.50409906099998,,0.038877,-21.6081,0.010871017050964129,34613060382.40232,2052.0
18126,18611,,,849216,13435039-1953038,,G,205.959976,-19.884399,150.08699996200002,,0.03757,-20.6457,0.011685578898293466,14265270131.383575,2052.0
18595,19080,,,ESO577-034,13445360-1922106,,G,206.223358,-19.369637,141.089668025,,0.026939,-20.9805,0.011971030528193441,19417798944.09754,2052.0
21981,22467,,,184050,13435961-2000508,,G,205.998398,-20.014118,147.173610626,,0.048876,-20.4881,0.014062427131711708,12337864604.658278,2052.0
22890,23376,,,ESO577-029,13424959-1849096,,G,205.70665,-18.819336,178.830286113,,0.036132,-21.1062,0.0146114778090355,21801179967.301643,2052.0
23279,23766,,,159327,13381360-2020482,,G,204.556702,-20.346731,184.38166226400003,,0.038961,-21.2476,0.01485906154444352,24833618208.39045,2052.0
26216,26704,,,844318,13430232-2014585,,G,205.759674,-20.249605,153.96074834,,0.0378,-20.4631,0.016639342954080028,12057020518.78537,2052.0
26725,27213,,,159298,13374075-1945566,,G,204.4198,-19.765726,194.849882107,,0.040403,-21.0285,0.016962784062879318,20295511446.32083,2052.0
31743,32233,,,849597,13432084-1951191,,G,205.836868,-19.855312,144.217945493,,0.045066,-20.3561,0.019955669313265624,10925466758.604506,2052.0
35966,36457,,,3094242,13421474-1929531,,G,205.561417,-19.498091,216.86601159,,0.053332,-21.042,0.02239497677960407,20549440413.45299,2052.0
38870,39362,,,847355,13373648-2001066,,G,204.402023,-20.018501,192.324496949,,0.039105,-20.8732,0.02405933330206621,17590573546.325127,2052.0
85444,85937,,,88920,13415054-1736239,,G,205.460587,-17.606655,199.13661187099999,,0.044875,-20.2818,0.040743597374033234,10202814718.383492,2052.0
85445,85938,,,88927,13461150-1856408,,G,206.547928,-18.944691,152.258048057,,0.033777,-20.5389,0.04074407517667849,12928853071.749062,2052.0
85808,86301,,,92423,13423385-1946161,,G,205.641052,-19.771143,272.723344048,,0.0611,-20.0576,0.04091646719478819,8299272031.146303,2052.0
96092,96585,,,159224,13321216-1948216,,G,203.050705,-19.806011,255.611625641,,0.057404,-20.5609,0.04641680809894135,13193499349.791893,2052.0
96102,96595,,,159300,13374223-1949496,,G,204.425995,-19.830448,226.483344743,,0.051052,-20.9172,0.046422368585545534,18318082051.25985,2052.0
96106,96599,,,159324,13380942-1953242,,G,204.539276,-19.890064,199.24202027799998,,0.044891,-21.0919,0.0464253562295572,21515923922.30715,2052.0
96107,96600,,,159329,13381776-1827062,,G,204.57402,-18.451731,208.232746148,,0.047061,-21.0317,0.04642610849056211,20355416824.686287,2052.0
96109,96602,,,159332,13382325-1954532,,G,204.596893,-19.914783,270.310987868,,0.060581,-20.4673,0.04642739853068787,12103751536.710493,2052.0
96112,96605,,,159345,13395498-2117365,,G,204.979111,-21.293486,213.07117737099998,,0.048073000000000005,-20.6336,0.04642919547459373,14107173251.934143,2052.0
96113,96606,,,159355,13401779-2005361,,G,205.074158,-20.093384,238.220000861,,0.053625,-21.0069,0.046429930747477394,19895735561.55119,2052.0
96125,96618,,,159404,13414286-1835194,,G,205.428589,-18.588726,172.316001793,,0.038025,-20.4226,0.04643570177591809,11615555921.373795,2052.0
96129,96622,,,159422,13430845-1934491,,G,205.785233,-19.580311,204.18175338900002,,0.046204,-20.4731,0.0464380144989649,12168582756.069876,2052.0
96131,96624,,,159427,13432292-1833131,,G,205.845505,-18.553644,224.524363052,,0.050658,-21.5023,0.04643968176180092,31399302440.74822,2052.0
96133,96626,,,159433,13434629-1925118,,G,205.942902,-19.419954,229.465638965,,0.051728,-21.0006,0.046440917730808634,19780624558.376274,2052.0
97352,97845,,,170280,13400659-1959231,,G,205.027466,-19.989765,191.71175134400002,,0.042851,-21.1352,0.0470764884244114,22391335642.266644,2052.0
97354,97847,,,170287,13430849-2012481,,G,205.785416,-20.213366,190.78371140099998,,0.042612,-21.1667,0.047077557679545294,23050481406.085842,2052.0
