,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity,Sector
4944,5420,,,IC5175,22124824-3807389,,G,333.201019,-38.12748,155.705068654,,0.025954,-21.4545,0.003233748478517596,30046922720.40945,2523.0
11320,11800,,,,22144198-3848228,,G,333.674957,-38.806347,170.798546805,,0.037157,-21.5524,0.007356674575995986,32882134391.624874,2523.0
12416,12897,,,131630,22124796-3824099,,G,333.19986,-38.402756,156.60924824100002,,0.0264,-21.3331,0.008064778828577571,26868288319.53464,2523.0
12596,13078,,,131627,22163096-3816369,,G,334.129028,-38.276939,157.681042663,,0.031706,-21.1059,0.008187818502786449,21795156910.81564,2523.0
13296,13779,,,ESO344-010,22095260-3755063,,G,332.469177,-37.91843400000001,152.569612702,,0.027199,-21.4673,0.008636544792778044,30403249255.42634,2523.0
14739,15223,,,ESO344-006,22013974-3725531,,G,330.415588,-37.431435,139.735823427,,0.035959,-20.6365,0.009525710237801214,14144903860.233187,2523.0
15879,16363,,,67844,22011708-3746241,,G,330.321167,-37.77336500000001,145.00164033299998,,0.020886,-21.2909,0.010268730566745191,25844015926.244682,2523.0
27192,27680,,,131642,22002178-3844068,,G,330.090759,-38.735241,147.056411208,,0.025505,-20.8504,0.017243188991360375,17225030516.798206,2523.0
38652,39143,,,IC5174,22124467-3810169,,G,333.186157,-38.171364,158.404826429,,0.026872000000000004,-21.5928,0.023930435013192402,34128719973.316914,2523.0
44538,45031,199680.0,PGC199680,PGC199680,22013991-3732521,,G,330.416321,-37.547825,37.7044128662,,0.00816774408387,-16.452,0.025750832025874467,299778167.1582388,2523.0
86231,86724,,,95153,22010475-3749357,,G,330.269806,-37.82659500000001,108.723278685,,0.024659,-20.2716,0.041085827096935534,10107412725.073305,2523.0
87417,87910,,,106533,22154398-3817025,,G,333.933289,-38.284042,261.864838879,,0.058546,-20.6894,0.04159310337105219,14851147107.574871,2523.0
87422,87915,,,106568,22142507-3827486,,G,333.604492,-38.463505,151.982633031,,0.035187827593900003,-19.689,0.0415945490238198,5910170366.102454,2523.0
87423,87916,,,106571,21584817-3905032,,G,329.7007450000001,-39.084248,268.934602146,,0.0600276900138,-19.7382,0.04159477756714917,6184149785.091478,2523.0
88464,88957,,,122311,22074385-3902595,,G,331.932739,-39.049873,152.75476020600001,,0.0353461676731,-18.97,0.041958192945989535,3047894989.6279826,2523.0
88465,88958,,,122351,22121833-3830064,,G,333.076385,-38.501801,216.750812018,,0.048591,-20.2778,0.04195856861774979,10165295315.591259,2523.0
