Max Rank,Sum Ranks,Max Rank2,Sum Ranks2,Max Rank3,Sum Ranks3,Max Rank4,Sum Ranks4,Max Rank5,Sum Ranks5,Max Rank6,Sum Ranks6,Max Rank7,Sum Ranks7,Max Rank8,Sum Ranks8,Max Rank9,Sum Ranks9,Max Rank10,Sum Ranks10,Max Rank11,Sum Ranks11,Max Rank12,Sum Ranks12,Max Rank13,Sum Ranks13,Max Rank14,Sum Ranks14,Max Rank15,Sum Ranks15,Max Rank16,Sum Ranks16,Max Rank17,Sum Ranks17,Max Rank18,Sum Ranks18,Max Rank19,Sum Ranks19,Max Rank20,Sum Ranks20,Max Rank21,Sum Ranks21,Max Rank22,Sum Ranks22,Max Rank23,Sum Ranks23,Max Rank24,Sum Ranks24,Max Rank25,Sum Ranks25,Top 5 Avg,Top 5 Avg2,Top 5 Avg3,Top 5 Avg4,Top 5 Avg5,Top 5 Avg6,Top 5 Avg7,Top 5 Avg8,Top 5 Avg9,Top 5 Avg10,Top 5 Avg11,Top 5 Avg12,Top 5 Avg13,Top 5 Avg14,Top 5 Avg15,Top 5 Avg16,Top 5 Avg17,Top 5 Avg18,Top 5 Avg19,Top 5 Avg20,Top 5 Avg21,Top 5 Avg22,Top 5 Avg23,Top 5 Avg24,Top 5 Avg25
4498953.081452034,1520788389.1125226,4.3897244522044145,1401.287440813418,42860187298.12293,725260247658.7865,31590.562122839037,637714.8554694301,2.0318386925517974e+17,7.637403828242111e+17,821.6556207630807,55587.73373459275,2833667496782572.0,1.0357337474503344e+17,20240578829106.754,660699888088922.4,4277970.824766348,1002041486.4808636,74319.19486404838,3760957.1218048544,1.7071608062048459e+19,5.294811621683357e+19,42430.656405408976,9750558.182643931,26732679489796.17,1008514471551554.2,737.1280335403652,36873.616727386194,1.5420869474078928e+17,4.9229492370778086e+17,2040708606531572.8,6.7820808931872696e+16,9521215.249026138,2577199351.083702,42860187298.12293,725260247658.7865,9.281950304444777e-06,0.0011444101630463826,1851443.3277649218,6852485.223592522,4.056699573695339e+51,4.586823002976192e+51,585706035356060.6,2350216220148629.0,1134676.1251743576,58602805.1458034,2.3672682877427042e-23,2.3672744097299116e-23,0.009964413805135706,36.65703210413935,3251756.250966971,2.895174323933443,22640264735.97207,16566.750233126575,8.882274194196422e+16,554.2070781298568,1823883518742605.2,11145153742709.031,2667574.1882231818,42198.178952899485,6.26452339936566e+18,25880.399450715082,17263272528845.275,419.6281190158056,5.654649524372049e+16,1170909363127172.5,5534723.083218166,22640264735.97207,6.832027956641187e-06,1033319.6845696706,8.796661182057644e+50,340393732218669.8,943969.2918089656,4.7345487357930684e-24,0.009827044483176343
1653321.6951323575,63653653.700368226,1.442060059682825,59.162884559229205,1623145267.552802,24902973726.53105,1415.7395794734944,22755.625324847984,6329450764627269.0,1.7274884479384226e+16,86.41909527241641,2284.2507263493326,674772445028478.2,4343992512167942.5,2733472627595.3335,16106578068771.098,700980.7524314891,24443798.602775276,2886.2186450586437,90176.25226961833,2.808704779245165e+17,6.941707041084378e+17,6697.531340455199,238651.2707885215,6447123665774.994,42379892304692.25,28.37060073034209,884.472592006422,2683581285196463.0,6711491986345808.0,286092233367948.3,1651482885839400.0,3907912.010661236,179479936.31986284,1623145267.552802,24902973726.53105,7.552037066528584e-07,4.946706315035972e-05,1.4210303713280947e-106,1.421030371358188e-106,178230.16322086845,178231.1675275767,1.1537184159347794e-41,1.1537207335447247e-41,39.91971135892841,49.56037381634969,0.0,0.0,0.0069763838405218865,1.5074226167486713,918576.6449431194,0.8532280313106705,453170565.94835824,402.2723007412656,1453795128868266.5,54.89017485032049,268367212073479.9,996926175117.082,441440.5497207326,2102.1038987910447,6.40506435840842e+16,4302.430874769344,2606854105718.8667,20.718070462588962,614163590738809.1,102857504173504.11,2516982.9649415337,453170565.94835824,4.990059780084182e-07,2.842060742716376e-107,35646.23350551534,2.3074414670894495e-42,9.847164574685742,0.0,0.006378446866731166
7340705.34005018,2200782528.7081833,6.728839158324786,2127.0206410449296,116488715467.39375,1125327390794.735,89773.12651494078,1032236.7331475952,6.99153029390845e+17,1.8066814152651174e+18,3588.7311493902394,98360.69732197563,7408607250517379.0,1.7671682921633453e+17,53885954889441.234,1252475693044835.2,6248936.481521236,1541761690.9042606,342487.2899222788,7150106.485696828,6.580836544301107e+19,1.512375274378229e+20,62428.7182977742,15243382.10747572,71967655949795.9,1748758757445184.5,3465.180752846206,71187.79353150149,6.033490065246849e+17,1.4156490648778207e+18,5547212436284704.0,1.2658876582933992e+17,10832011.220246775,3450200409.769324,116488715467.39375,1125327390794.735,6.25113813099097e-06,0.001981323248971646,7242675.625794189,24395259.959383734,3.418915303042799e+52,5.639930504213235e+52,880497489240197.0,6896994969943782.0,3020642.7234738534,145036382.34481755,1.3565147261193383e-27,3.089944144527736e-27,0.00999681861132421,61.17074435357047,6330382.972902368,6.274206215325688,50105612300.85226,39344.71548918043,2.728344104650944e+17,2048.404571630793,5311011921568992.0,40608365791356.36,5379059.664324402,174279.27252565115,2.406841812511488e+19,52936.40040894705,52891673309859.89,1759.3042322019573,2.2218716083415536e+17,4127324553884761.5,8448640.041474616,50105612300.85226,4.962548624853789e-06,2703959.229581901,1.1084610588383946e+52,598644590488415.9,2103266.00356735,5.69935187053178e-28,0.009943122154414974
6335421.705358995,1703164127.8491569,6.549126499789841,1713.6546358794562,2112751765.7261136,552772272341.6926,2081.3136558580477,549953.4891999079,7465834512670804.0,3.4670009020064326e+17,922.9744770976954,91283.71841835504,5008867742025615.0,1.694553764340835e+17,40137568184733.88,1163681255830099.8,5020932.734119798,1137362987.1580706,64095.63276798652,6135906.254358651,7.20887440014478e+17,2.338287802065551e+19,50767.645259296456,11397123.05322426,50645653734787.2,1704767243205650.2,648.0836369152678,61769.335568095456,7172939134788383.0,2.3410306759679686e+17,3969615469407502.5,1.156539725395185e+17,8728351.864721907,2793627416.1762486,2112751765.7261136,552772272341.6926,5.929042225308618e-06,0.0012639869897711022,1073439.6641829687,4860817.6199528705,7.666445513077583e+50,1.0781445181581535e+51,198217269873826.06,1208189814667086.5,1976254.0730076048,64734951.262578756,2.1131911349648412e-24,2.113211175618401e-24,0.010145955221792288,32.220135222517065,5197098.819616574,5.367425735096128,896957861.9260479,872.1124382631546,4148538829256891.0,718.2661941629409,3654645621570118.5,27590307458502.043,4282393.885447454,55356.34309989202,3.40167421739583e+17,43294.598015498435,36941638739294.62,561.3769363052731,3415451509130447.5,2729568982378041.0,7287061.611012067,896957861.9260479,3.1705145592060483e-06,710122.9353301483,1.8021640899817524e+50,139493859168237.12,1401139.0162927455,4.226422211990483e-25,0.010016720857372673
7610978.724721679,1100944501.4035075,8.108428907211053,1112.0143755750273,23747436407.32963,499097668267.4805,21828.88814456671,495724.7122790469,5.9349883965652776e+16,2.946435743374925e+17,2249.345879025693,47090.54016869801,8016242372629380.0,8.117262477260173e+16,57926997148166.06,605461091302402.1,6031379.400698716,789892508.5333558,155824.4541020165,3441537.51133295,5.773334040621196e+18,2.3350653342553928e+19,61387.28423349452,7926036.656692939,81872158702831.42,818298503154157.4,1591.4793793638455,34736.47556139437,5.613473113417661e+16,2.31745215853763e+17,5671730859617006.0,6.005215286577075e+16,10757113.068375489,1603085983.4259381,23747436407.32963,499097668267.4805,4.0959047852898775e-06,0.0010019947826026734,1779707.648489496,7200864.057647806,7.564814189742772e+54,7.62426250277622e+54,412417918279395.4,1526212876354933.5,1022115.9078184057,41853510.923602104,1.436553490233521e-28,2.0356104718364066e-28,0.010115940346917353,31.575630050673404,4775328.520708476,5.051047023976483,8379007009.042371,7748.714786728652,1.8290482481485292e+16,1138.316037453502,3328074162194293.5,26532859968682.305,3882210.1673682453,88536.04895543735,1.7623024962974351e+18,39531.18096907249,33916374532572.086,903.3245500683294,1.7214172527806556e+16,2602765395441130.5,6150386.319137975,8379007009.042371,3.6464891614973673e-06,1241727.092313766,1.524803407392224e+54,220368543659777.56,777516.5520170628,4.0673396111032465e-29,0.010071069435373855
9424309.442279441,1551977606.9220045,9.462719120903673,1514.4365459055198,1972821604.3307507,549488336137.34204,1842.8899182235311,529830.9050789638,8182355443364931.0,3.482015544560383e+17,1212.8931352384573,75610.20803370589,1.0502041596711974e+16,1.5820313298377005e+17,88817608463837.4,1070594627763224.8,7959505.267712742,1049227870.8242534,102298.73682219222,5065177.2222327385,6.901223213880721e+17,2.41920456760025e+19,79703.03853571544,10405814.249741353,105162896176706.19,1575754866904524.5,1024.3752455530707,50448.47214886169,6910586038440704.0,2.3958617474550467e+17,8869727370767367.0,1.0749326617051653e+17,11158684.550925639,2560995510.201251,1972821604.3307507,549488336137.34204,2.062433262093332e-06,0.0011304941034580769,1232309.5511901013,7846998.982088602,3.823805081754884e+50,1.0565064626118581e+51,532317014657147.7,2918384088744824.5,977063.5169428986,75301795.3093681,6.295492852385406e-29,1.3360285490945307e-28,0.009913348319066742,31.591408267455478,6293407.406011293,6.3180879904105005,1653973687.017641,1551.3248767799375,4870127979051119.0,806.0240418054198,5949317901363528.0,44537723570863.25,4948780.498439284,62847.42304540034,3.9896133236776e+17,49548.75365757073,59570620859056.23,629.2973839462938,3971554570078595.0,4447975560570083.0,8981931.726702757,1653973687.017641,1.6828410380155776e-06,914693.0947122456,1.68601384713433e+50,261229794034884.3,812807.4539181116,2.5740390359666684e-29,0.009909120514311129
32054219.536492314,355944359.47078294,33.85559608887264,361.03424638919614,749069072.7262249,68974522947.02368,791.165105112417,68819.92537581803,2.9045596036869904e+16,8.807044020833725e+16,13968.94584039007,44124.29968888601,1.2204740439640573e+17,1.7229621210824304e+17,1027472990093645.6,1314636633310639.0,26497932.387536913,221927747.56275606,1133901.4957885894,2903124.4597835895,2.3577186975018173e+18,5.848948974536014e+18,269852.8899910618,2230526.0740529234,1242921308372291.8,1749504083008834.0,11547.564961998958,29399.26567389488,2.4010824505163144e+16,5.901694301063236e+16,1.0089167406146214e+17,1.2938677583924893e+17,38775591.0561878,630578152.5206617,749069072.7262249,68974522947.02368,4.5675634903689655e-06,0.0004182447455508925,8.683500045371369e-11,8.891824093169448e-11,1.541345630121918e+43,1.8066667056520574e+43,970082.2245112597,1809227.0861932249,173926.52941136144,2003080.5347853736,1.7668445561664327e-92,1.7827164438920255e-92,0.009632660469182642,5.656195733871597,10064559.177489791,10.563348499353904,489102831.259652,498.5670279439628,8053941452097168.0,3723.6030999827644,2.829226776741335e+16,226112648733550.44,7373499.15300664,276787.4868072174,5.949112995738962e+17,74970.10525888558,287869716595147.5,2817.127275530251,6047311888582521.0,2.2216275279305508e+16,14943961.597506067,489102831.259652,4.0393831850411515e-06,1.7780896864019133e-11,3.61096703354828e+42,350537.289266221,143461.84586738524,3.565432887765214e-93,0.009538277445725229
6144920.462652336,1222296829.5959632,6.377215309390218,1228.5045177252287,828631708.1211011,443386093878.23047,823.0923211192287,442376.9583847744,3005853919447028.0,2.4496787438435053e+17,803.9669965571613,50954.034633075906,3836600829076910.0,8.815684924135408e+16,37760047492323.39,605529999104505.6,5973523.5030603055,827805609.1849908,77193.53459099165,3439109.1461507822,2.8860946966721005e+17,1.6505350299100486e+19,60478.662973684775,8292054.112390449,38843487999574.97,885507561579050.5,781.5423777749102,34585.969360709714,2922013253664247.0,1.6517866981693408e+17,3729588586808079.5,6.0275594945994904e+16,6321235.276462625,2067212184.8861303,828631708.1211011,443386093878.23047,3.07779724656063e-06,0.0008648075688728748,1946316.5343844488,13734735.57062435,9.12779609492323e+50,2.7697203252663957e+51,322147073519254.75,3206451708210903.5,2693425.6023463346,70222735.8488687,5.771106931053481e-30,1.3544314573114776e-29,0.010095700114615214,25.58852935172122,3590113.7867927747,3.7171073723541577,594841826.3220015,598.9112955359461,1896402126570058.8,534.3102116200857,1717284743014682.5,14695850876501.771,3127223.8524959227,43361.47304301233,1.6181467530139562e+17,31575.97838355892,17391042843668.057,439.76458515928806,1629076352310013.5,1452107222398341.5,4707645.645162484,594841826.3220015,2.4536254023788255e-06,1488682.540888268,4.08504573777223e+50,238992670689799.1,1467427.579186176,2.3962308194488835e-30,0.010035663555228483
11614112.057551488,1506541617.9934273,11.276834390386888,1489.26250225565,16091605926.394476,711325774750.4888,14901.650064774434,692444.909588743,1.4747545411371974e+17,5.647991624667557e+17,399.3376177758788,50691.21476350336,1.8322543163083596e+16,1.0675942009705333e+17,134887598885362.86,712955024830741.2,8634527.007632114,1009425822.6324365,33854.708156272485,3354375.0955739636,1.1072318048656101e+19,3.871725544361003e+19,85501.21425201818,10054415.590841416,181434337659021.03,1063777968810721.1,343.11498682239187,33530.12036506082,1.0964082188958838e+17,3.8263494963511085e+17,1.3621919007341132e+16,7.157027058310648e+16,15621886.267323602,2515738512.239137,16091605926.394476,711325774750.4888,2.518748055403819e-06,0.0013192938830381205,1961076.5854604063,19969644.634698972,2.395544875268809e+50,9.270191190097393e+50,165119298317057.75,1204139296746284.5,877653.4510037354,79405901.52948031,2.1415698228288587e-26,3.738325602924582e-26,0.01003988857747276,49.02725614446799,4619567.536660393,4.487799592484072,10414601371.89583,9239.522082815549,5.607732804906229e+16,257.95934714922276,4735299177361706.0,33967188616894.062,3600737.5312138326,20360.989562805597,3.95248722234522e+18,35699.27117657409,46872032776138.07,205.57683619704306,3.879919156395813e+16,3432546120869723.0,6950462.420823683,10414601371.89583,2.379990707183513e-06,1301028.6383178118,1.4900840936901294e+50,86773454370408.42,687293.1777779455,7.473964947708077e-27,0.010017809451175155
8220080.174164116,1461205955.0132596,8.43762411108363,1448.184066851823,845084393.6816708,496343043828.42993,812.8995741033457,486749.33974448836,4899789548208929.0,2.8133678307010198e+17,2677.7136309619596,72830.93981375624,9390478485402436.0,1.3036333369548672e+17,67569718069685.97,907669009725864.0,6640628.030273191,1014221022.6455518,177584.49622021458,5070707.276759089,3.924001405332754e+17,1.9640949143304086e+19,66986.99989925863,10111606.4909573,95219112524666.33,1305281116135581.8,1800.7003748014156,50796.65643724731,3958316601161926.0,1.9566003222141936e+17,6698394680848806.0,9.064606017064778e+16,11899354.469414094,2322136087.0156813,845084393.6816708,496343043828.42993,5.369468511191907e-06,0.0012105586944091916,1581972.2857181267,10606325.540125288,2.5688160864520077e+50,1.492503655699925e+51,620522902374219.5,2955439161141927.5,1971096.760051561,83625585.29168239,2.7649447032786633e-30,3.9727697621862155e-30,0.009974719467874298,31.72872875131736,5551189.287829924,5.722851449281735,652293879.8168991,636.333871517086,2533290305482028.0,1311.9971168253285,4598776529599926.0,35334731703587.016,4423063.653186312,102026.62310205813,1.9644142994267338e+17,44633.29507921182,46486582863320.27,1032.8700724384194,1976425003246562.8,3496453571564457.0,7483785.36485005,652293879.8168991,4.734493783798386e-06,1240124.6213873685,1.945785852199541e+50,279525888490297.25,1494808.543246444,7.5742801944342255e-31,0.009955238406026403
