,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity,Sector
3946,4422,54602.0,NGC5890,NGC5890,15175117-1735214,,G,229.463226,-17.589298,28.2458275543,,0.0056277928139,-19.5848,0.0025478635840720213,5369328805.683137,1993.0
5253,5729,,,54672,15190543-1559460,,G,229.772644,-15.996133,107.290476966,,0.022488,-21.0768,0.003451109960894762,21218759968.95504,1993.0
5333,5809,,,54611,15175902-1619154,,G,229.495941,-16.320963,107.89555111700001,,0.023302,-20.584,0.003495991291702782,13477210138.513502,1993.0
16704,17188,91442.0,PGC091442,PGC091442,15254342-1714285,,G,231.430939,-17.241274,104.400282366,,0.03703,-20.1035,0.010779689101942406,8657649506.603737,1993.0
17716,18201,54840.0,ESO582-008,ESO582-008,15215140-1743449,,G,230.464188,-17.729149,104.26695682399999,,0.022629,-20.6997,0.011437951173823072,14992705145.120037,1993.0
26343,26831,54796.0,ESO582-006,ESO582-006,15212631-1813312,,G,230.359634,-18.225357,101.752674087,,0.029548,-20.5507,0.016724085009156214,13070132791.499027,1993.0
38182,38673,,,160468,15222395-1925079,,G,230.599823,-19.418882,236.508996114,,0.04815,-21.5442,0.023658687298081,32634728199.75268,1993.0
45474,45967,863169.0,PGC863169,PGC863169,15204947-1850019,,G,230.206161,-18.833862,136.06412693299998,,0.031083,-20.1677,0.026009889120588468,9185017751.808016,1993.0
45483,45976,871249.0,PGC871249,PGC871249,15212792-1812172,,G,230.366364,-18.2048,97.6881556667,,0.0220844510422,-19.3392,0.02601181304285837,4282328704.823464,1993.0
45547,46040,900489.0,PGC900489,PGC900489,15283253-1615230,,G,232.135574,-16.256397,114.412343551,,0.025755,-20.7024,0.026029097492646737,15030035279.74084,1993.0
45595,46088,921380.0,PGC921380,PGC921380,15232106-1441005,,G,230.837753,-14.683476,192.992249079,,0.043838,-20.2037,0.0260415832530024,9494672736.115768,1993.0
47507,48000,2800912.0,PGC2800912,PGC2800912,15231834-1600105,,G,230.82644700000003,-16.002922,117.91492684200001,,0.026568,-20.0018,0.026438469501981584,7883516846.223596,1993.0
50460,50953,54754.0,ESO582-004,ESO582-004,15204596-1820558,,G,230.191513,-18.34886,35.2955249647,,0.008583,-18.2146,0.02724283102685864,1519987442.4986856,1993.0
96297,96790,,,160485,15225701-1639494,,G,230.737564,-16.663725,192.905341933,,0.043893,-20.3307,0.04652701293336933,10672840028.853994,1993.0
96300,96793,,,160499,15232451-1756574,,G,230.852158,-17.949293,206.160685935,,0.047181,-21.041,0.046528863225576166,20530522392.794704,1993.0
114991,115484,,,880164,15164187-1737401,,G,229.174484,-17.627831,191.089980471,,0.043505,-20.1632,0.05575770858821548,9147027820.817421,1993.0
115073,115566,,,883545,15211602-1725122,,G,230.316757,-17.420069,224.094836977,,0.05081,-21.1542,0.05579826438833426,22786624727.318344,1993.0
115255,115748,,,890943,15221863-1657511,,G,230.577652,-16.964216,221.42195549299998,,0.050255,-20.9871,0.05589448702269592,19536195831.25381,1993.0
115504,115997,,,898595,15250040-1624107,,G,231.251678,-16.402995999999998,184.007618779,,0.041763,-20.3802,0.0560283424953079,11170690005.437262,1993.0
116031,116524,,,915335,15235072-1507417,,G,230.961334,-15.128259,164.341685692,,0.037095,-20.3707,0.05629477665422916,11073374807.415909,1993.0
144941,145434,,,184994,15220396-1850403,,G,230.516541,-18.844545,130.011241589,,0.029662,-19.9829,0.06902081149157882,7747471726.377962,1993.0
156695,157188,,,876329,15262567-1751311,,G,231.606964,-17.858664,227.601966344,,0.051537,-20.1359,0.07352057263584592,8919900296.239517,1993.0
156718,157211,,,878212,15273522-1744419,,G,231.896774,-17.744979999999995,186.617718897,,0.042357,-20.0368,0.07352903492929155,8141791940.449559,1993.0
156753,157246,,,880324,15250183-1736587,,G,231.257645,-17.616329,119.500244149,,0.027010000000000003,-18.6238,0.07354175621548026,2215746132.8436646,1993.0
156821,157314,,,883490,15204299-1725241,,G,230.179153,-17.423368,247.83466842400003,,0.055824,-20.4148,0.07356600495322084,11532408034.473118,1993.0
156846,157339,,,884794,15252699-1720483,,G,231.362488,-17.346757999999998,180.520191636,,0.040976,-19.6936,0.073574930827946,5935263438.321449,1993.0
156877,157370,,,886307,15321621-1715018,,G,233.06756600000003,-17.2505,206.238766132,,0.047141,-19.8629,0.0735857130108537,6936813205.890483,1993.0
156883,157376,,,886476,15252036-1714243,,G,231.334839,-17.240092999999998,128.536868569,,0.029179000000000007,-19.1101,0.07358752573318049,3467687875.6738877,1993.0
157256,157749,,,900523,15262949-1615111,,G,231.622879,-16.253104999999998,241.96967199,,0.054575,-20.5268,0.07372531756841255,12785567223.904732,1993.0
184639,185132,,,ESO582-009,15220841-1745168,,G,230.535065,-17.75469,129.53165543,,0.029467,-19.6669,0.08465804765935357,5791085807.553337,1993.0
217615,218108,,,,15201590-1559176,,G,230.066254,-15.988242,115.732581129,,0.026075,-19.3473,0.09577206872108926,4314395953.970097,1993.0
218979,219472,,,,15244614-1501058,,G,231.192291,-15.018285999999998,241.90002324,,0.054558,-19.7962,0.09623597357621724,6523489985.248744,1993.0
224117,224610,,,,15212761-1852222,,G,230.365067,-18.872856,146.813011313,,0.033577,-20.4438,0.09801178969435766,11844589120.89895,1993.0
224118,224611,,,,15214691-1854553,,G,230.445496,-18.915388,121.238357125,,0.027521,-18.8342,0.09801188909027582,2689552338.2505755,1993.0
235198,235691,,,,15183488-1749111,,G,229.645355,-17.819765,247.792805508,,0.055816,-19.7864,0.10173560398446553,6464873033.517746,1993.0
252055,252548,,,,15192471-1821188,,G,229.852997,-18.355225,177.692045326,,0.040227,-20.6043,0.10733873931741444,13731563829.25083,1993.0
285530,286722,54798.0,ESO582-007,ESO582-007,,,G,230.364,-18.8734,97.6393800126,,0.0220813010407,-20.9581,0.11356972702029665,19021291449.432102,1993.0
288944,290265,4075304.0,6dFJ1518454-161037,6dFJ1518454-161037,,,G,229.689,-16.17694,95.6934482465,,0.0216048108024,-17.3344,0.11399090247608742,675709461.3478459,1993.0
318584,323735,,,903862,,,G,230.066,-15.98853,109.475553728,,0.0246542223271,-18.4066,0.11767922427926987,1814011349.7963948,1993.0
396082,414563,,,184979,15182730-1831083,,G,229.613785,-18.518978,269.945770096,,0.060197,-21.0884,0.12781270555189547,21446676452.04913,1993.0
396783,415264,,,871518,15275259-1811146,,G,231.969162,-18.187389000000003,268.223219531,,0.059828999999999986,-21.1795,0.12824601897999496,23323837125.282997,1993.0
400842,419323,,,882580,15185732-1728440,,G,229.738846,-17.478914000000003,263.62155225,,0.058845,-20.0739,0.13010084937881242,8424807764.192402,1993.0
400845,419326,,,888199,15154709-1708271,,G,228.946213,-17.140863,272.995133767,,0.060848,-20.6218,0.13010258265830038,13954683792.546726,1993.0
400847,419328,,,889461,15295803-1703157,,G,232.491821,-17.054363000000002,252.754877119,,0.056516,-19.9605,0.13010343115611733,7589269933.62782,1993.0
400854,419335,,,897827,15172117-1627476,,G,229.338211,-16.463243,270.924454522,,0.060406,-20.6072,0.13010640126521608,13768289844.2308,1993.0
400858,419339,,,903711,15250606-1600047,,G,231.275253,-16.001322000000002,253.78451815900002,,0.056737,-20.4523,0.13010875991709622,11937681839.834793,1993.0
400860,419341,,,905166,15193938-1553145,,G,229.914108,-15.887376,263.07481772200003,,0.058728,-20.1514,0.1301098645833256,9048154339.752964,1993.0
408354,426835,,,,15251350-1513173,,G,231.306259,-15.221483,276.220772156,,0.061536,-20.5623,0.13364173005449773,13210522649.519459,1993.0
408355,426836,,,,15270806-1745339,,G,231.783615,-17.759441,270.727758531,,0.060364,-20.9327,0.13364241675687333,18581467068.40804,1993.0
408957,427438,,,,15240442-1827404,,G,231.018433,-18.461224,273.31849799,,0.060917,-21.0953,0.13391924828910198,21583406983.426003,1993.0
409005,427486,,,,15151890-1702167,,G,228.828766,-17.037973,264.607766565,,0.059056,-20.82,0.1339421714095287,16749428760.26445,1993.0
529621,550247,,,160467,15221850-1758399,,G,230.577087,-17.977774,327.567245426,,0.072402,-20.6835,0.2127243611632289,14770663353.378191,1993.0
562759,583385,,,864397,15193278-1843564,,G,229.886597,-18.732338,299.607762329,,0.066505,-20.6588,0.2398255516099093,14438430941.91446,1993.0
563047,583673,,,874411,15235569-1759114,,G,230.982056,-17.986508999999995,316.47928134299997,,0.070069,-21.4447,0.2400743483228024,29776935486.160618,1993.0
563258,583884,,,882699,15261971-1728171,,G,231.582138,-17.471443,456.718866226,,0.099064,-21.7942,0.24027033067196216,41084688637.66433,1993.0
563308,583934,,,884200,15251568-1722563,,G,231.315353,-17.382317,370.635690631,,0.08139600000000001,-20.7087,0.2403138667670143,15117500790.938396,1993.0
563494,584120,,,889880,15180135-1701464,,G,229.505646,-17.029572,342.970649034,,0.07563099999999999,-20.6593,0.2404852522402917,14445081616.341959,1993.0
564181,584807,,,910037,15181082-1531364,,G,229.54509,-15.526782999999998,416.06093282800003,,0.090769,-20.8098,0.24113326708393906,16592812283.86619,1993.0
