,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity,Sector
25108,25596,,,,09413538-4513429,,G,145.397446,-45.228596,75.0860642128,,0.01796,-20.2118,0.015961405474399688,9565771443.660524,2616.0
42977,43470,96458.0,PGC096458,PGC096458,09562002-4523590,,G,149.083435,-45.399742,155.854240106,,0.035877,-21.3466,0.02530601066769992,27204453127.188457,2616.0
49509,50002,28264.0,ESO262-008,ESO262-008,09494403-4710579,,G,147.433472,-47.182774,62.5254594096,,0.014008,-18.4013,0.026989243144609737,1805177866.7303476,2616.0
143466,143959,,,154327,09480461-4526051,,G,147.019211,-45.434753,211.97591988099998,,0.048114,-20.7474,0.06839257679347929,15666067736.47017,2616.0
151003,151496,,,526626,09554475-4527016,,G,148.93649299999996,-45.450447,273.037309973,,0.06120800000000001,-21.0541,0.07146913297112231,20779734771.2086,2616.0
151208,151701,,,541544,09494881-4402200,,G,147.453384,-44.038895,206.767005222,,0.046945,-20.9434,0.07154806705286476,18765493928.095238,2616.0
151263,151756,,,544787,09493070-4346308,,G,147.37794499999995,-43.775238,244.408295848,,0.055114,-21.0846,0.07157019105431661,21371745802.33835,2616.0
182063,182556,,,3085316,09420940-4556248,,G,145.539185,-45.940235,236.93086923200002,,0.053492,-21.1401,0.08359050604643918,22492617609.598328,2616.0
182067,182560,,,3085331,09493016-4358268,,G,147.375702,-43.974129,184.107967581,,0.042036,-20.9854,0.083592418174054,19505630813.965782,2616.0
182068,182561,,,3085335,09505845-4522548,,G,147.743546,-45.381901,174.902815988,,0.040080000000000005,-20.486,0.08359287325489269,12314024122.062185,2616.0
182069,182562,,,3085337,09511227-4521206,,G,147.801132,-45.355732,260.781363995,,0.058598,-20.0024,0.08359316476159856,7887874642.625281,2616.0
182070,182563,,,3085344,09514248-4455125,,G,147.92700200000004,-44.920139,240.70693431599997,,0.054315,-20.9104,0.08359383750361066,18203713846.891827,2616.0
182071,182564,,,3085359,09532035-4647530,,G,148.334824,-46.798073,224.639836638,,0.050853,-20.7764,0.0835944321359842,16090146561.237019,2616.0
182072,182565,,,3085360,09532711-4344530,,G,148.362991,-43.74807,233.020172283,,0.05267,-20.768,0.0835950221856243,15966142459.934238,2616.0
182073,182566,,,3085361,09541676-4429165,,G,148.569839,-44.487926,188.010344645,,0.042762,-20.8339,0.08359564915820715,16965239695.183247,2616.0
183779,184272,,,3098805,09404524-4418234,,G,145.18850700000004,-44.306522,258.032204676,,0.05802,-21.2314,0.08427785556219683,24465832606.72288,2616.0
183781,184274,,,3098809,09501889-4410150,,G,147.57872,-44.170837,245.02171620099998,,0.055244000000000015,-21.176,0.08427963878615649,23248771015.01638,2616.0
183782,184275,,,3098810,09501979-4526037,,G,147.58248899999995,-45.434376,157.61771961600002,,0.036264,-21.085,0.08428042889796003,21379620895.022408,2616.0
183783,184276,,,3098811,09502865-4458268,,G,147.619415,-44.974121,267.184493763,,0.059964,-20.7381,0.08428100291997626,15532451278.080147,2616.0
183784,184277,,,3098814,09505901-4518455,,G,147.74588,-45.312645,276.342730945,,0.061892,-20.7902,0.08428160515852352,16295961877.047243,2616.0
184548,185041,,,ESO262-006,09484049-4529562,,G,147.168747,-45.498955,227.29684999900002,,0.051427,-19.454,0.08461286770135845,4759923796.672518,2616.0
184549,185042,,,ESO262-009,09513171-4401216,,G,147.882141,-44.022682,227.58809680599998,,0.051495000000000006,-19.4267,0.08461303924260033,4641731337.843698,2616.0
243413,243906,,,,09391713-4505082,,G,144.821396,-45.085613,149.942618547,,0.034492,-19.4886,0.10454953620851623,4914054853.326561,2616.0
243415,243908,,,,09394539-4433347,,G,144.93916299999995,-44.559647,205.86216139799998,,0.046674,-19.9079,0.1045499500006271,7230361308.945305,2616.0
243416,243909,,,,09395139-4434026,,G,144.964127,-44.567413,168.110728683,,0.038595,-20.912,0.1045506237347593,18230559606.810757,2616.0
243417,243910,,,,09395219-4503356,,G,144.967468,-45.05991,214.327956607,,0.048619,-21.0904,0.10455141778603863,21486219098.985603,2616.0
243418,243911,,,,09394959-4513176,,G,144.956635,-45.221581,140.846741455,,0.032422,-19.8767,0.10455167742421484,7025544678.612203,2616.0
243419,243912,,,,09392537-4507127,,G,144.855743,-45.120201,130.374343317,,0.030065,-19.898,0.10455194220627066,7164732823.911086,2616.0
243420,243913,,,,09393520-4511407,,G,144.896683,-45.194653,206.215801172,,0.046859,-20.4146,0.10455236832296554,11530283882.054705,2616.0
243421,243914,,,,09395025-4513566,,G,144.959396,-45.232414,198.114787892,,0.044833,-20.2826,0.10455274565923356,10210335200.395851,2616.0
243423,243916,,,,09395960-4515023,,G,144.99833700000005,-45.250652,142.844710749,,0.032877,-20.5923,0.10455373513223587,13580632590.474943,2616.0
243424,243917,,,,09400291-4514393,,G,145.012146,-45.244267,229.914372708,,0.051986,-20.7238,0.10455430164350038,15329217983.951168,2616.0
243425,243918,,,,09402120-4446503,,G,145.088348,-44.780651,254.562781928,,0.057274,-20.562,0.10455478972073327,13206872951.464264,2616.0
243426,243919,,,,09403023-4450072,,G,145.125992,-44.835354,211.77807659599998,,0.048067,-20.5504,0.10455527261110904,13066521879.236444,2616.0
243427,243920,,,,09400377-4430073,,G,145.015717,-44.502045,177.919660655,,0.040712,-20.6581,0.1045558058582674,14429125141.633518,2616.0
243428,243921,,,,09400610-4429103,,G,145.025452,-44.486214,221.17739649,,0.050102,-20.0707,0.10455611629174484,8400013808.798799,2616.0
243432,243925,,,,09410463-4422504,,G,145.269302,-44.380684,233.30729375299998,,0.05272,-20.6796,0.10455829185790426,14717701823.66654,2616.0
243433,243926,,,,09411010-4554534,,G,145.29208400000005,-45.914837,74.6373091107,,0.017178,-18.4528,0.1045583618112595,1892866564.7541769,2616.0
243434,243927,,,,09405179-4559134,,G,145.21582,-45.98708,36.0331608003,,0.008022,-17.0625,0.10455838125091436,526017266.3907085,2616.0
243441,243934,,,,09413750-4435169,,G,145.406265,-44.588039,205.51774427,,0.046432,-20.2272,0.10456073225293906,9702418424.76018,2616.0
243442,243935,,,,09411850-4435029,,G,145.327087,-44.584141,217.930648121,,0.0494,-19.7446,0.10456096214742236,6220710634.983465,2616.0
243443,243936,,,,09413549-4347519,,G,145.397888,-43.797764,241.87680731400002,,0.054566,-20.927,0.10456164525412996,18484171953.696632,2616.0
243445,243938,,,,09420840-4503178,,G,145.535034,-45.054955,246.704553537,,0.055593,-20.6079,0.10456239306132224,13777169450.876638,2616.0
243446,243939,,,,09422233-4520488,,G,145.593063,-45.346893,237.24151341799998,,0.053562,-20.242,0.10456275654804333,9835580562.269594,2616.0
243447,243940,,,,09421616-4520138,,G,145.567368,-45.337177,197.58796534799998,,0.044722000000000005,-19.7108,0.10456297939594532,6030037319.942407,2616.0
243448,243941,,,,09415127-4526537,,G,145.463654,-45.448254,209.248585969,,0.047518,-21.1743,0.10456383724040312,23212397552.437702,2616.0
243453,243946,,,,09425738-4245393,,G,145.73912,-42.760933,220.037900242,,0.049859,-20.5025,0.10456580468290116,12502590302.177237,2616.0
243454,243947,,,,09430592-4246583,,G,145.774704,-42.782864,212.440668942,,0.048212,-20.9642,0.10456651160010312,19128459686.417282,2616.0
243458,243951,,,,09433436-4321318,,G,145.893173,-43.35886,146.330775873,,0.033638,-20.1027,0.10456855402703244,8651272664.305628,2616.0
243459,243952,,,,09433213-4521458,,G,145.883881,-45.362747,175.14842383299995,,0.040101,-21.024,0.104569300971904,20211567669.60763,2616.0
243460,243953,,,,09441545-4249026,,G,146.064377,-42.817402,91.2169445559,,0.021505,-18.8904,0.10456940564824896,2832435311.333721,2616.0
243461,243954,,,,09440927-4216386,,G,146.038635,-42.277401,187.76373699299998,,0.042911000000000005,-21.1341,0.10457023231134414,22368661629.660374,2616.0
243462,243955,,,,09442195-4207285,,G,146.091461,-42.124611,200.45675781900002,,0.045203,-20.5471,0.1045707137362452,13026867624.962984,2616.0
243463,243956,,,,09443216-4208409,,G,146.134018,-42.144707,209.88767100799998,,0.047658,-20.4269,0.10457114470774363,11661649923.704077,2616.0
243464,243957,,,,09445738-4229329,,G,146.23912,-42.492496,172.48414822,,0.039693,-20.9327,0.10457183141011922,18581467068.40804,2616.0
243465,243958,,,,09443316-4227309,,G,146.138199,-42.458595,211.68606057,,0.048049,-20.7645,0.10457241956072652,15914756566.438578,2616.0
243466,243959,,,,09450012-4459249,,G,146.250504,-44.990273,219.521336372,,0.049746,-20.5704,0.10457291142870467,13309446658.010963,2616.0
243467,243960,,,,09444673-4501370,,G,146.194733,-45.026951,270.339083165,,0.060621,-20.2845,0.10457328942587593,10228218569.340498,2616.0
243468,243961,,,,09444881-4636400,,G,146.20341499999995,-46.61111500000001,157.74436700200002,,0.036266,-19.9278,0.10457356157600824,7364105471.396144,2616.0
243471,243964,,,,09452195-4647541,,G,146.341492,-46.798382,176.372200165,,0.040312,-20.8772,0.10457498090081738,17655499138.129414,2616.0
243472,243965,,,,09452482-4537291,,G,146.353455,-45.624771,222.478844944,,0.050385,-20.4734,0.10457543073095599,12171945524.302992,2616.0
243473,243966,,,,09451270-4457241,,G,146.30291699999995,-44.956699,277.332634099,,0.062095,-20.02,0.10457572700155107,8016780633.876789,2616.0
243474,243967,,,,09450834-4443120,,G,146.28479,-44.720024,273.548152043,,0.061308,-20.6132,0.10457623864633364,13844586847.957191,2616.0
243475,243968,,,,09451406-4210591,,G,146.30860900000005,-42.183094,254.16197689700002,,0.057212,-20.5746,0.10457673242071072,13361031872.56536,2616.0
243476,243969,,,,09461699-4220080,,G,146.570801,-42.335575,154.93672351700002,,0.035659,-20.7008,0.10457728705734252,15007902513.25462,2616.0
243477,243970,,,,09461373-4209230,,G,146.55723600000005,-42.15641,143.501985671,,0.032938,-20.0333,0.10457758697949883,8115588162.388259,2616.0
