,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity
2519,2994,,,,09242549-4123385,,G,141.106247,-41.394054,69.87250583,,0.013889,-21.1125,0.001622660673836061,21928049353.504543
6506,6982,,,,09351238-4148163,,G,143.80159,-41.804543,69.9866983205,,0.014311,-20.6301,0.004260471810402807,14061770318.566431
6611,7087,,,,09290249-4218037,,G,142.260376,-42.301052,92.6685129096,,0.019838,-21.0457,0.004328693980752608,20619588788.335804
9294,9773,,,3098802,09285969-4217007,,G,142.248734,-42.28355,92.0400016526,,0.020071,-21.0699,0.006037777382347464,21084339470.4701
9354,9833,96447.0,PGC096447,PGC096447,09300865-4211544,,G,142.536057,-42.198467,97.45315313569999,,0.01921,-21.144,0.0060745099442865045,22573557110.21448
10671,11151,,,,09331565-4353278,,G,143.315231,-43.891075,74.2546026349,,0.004787,-20.7086,0.006930708846033727,15116108481.778934
11351,11831,,,,09240926-4218058,,G,141.03860500000005,-42.301617,141.067174013,,0.020217,-21.8871,0.007378877794260986,44754839087.95592
12234,12715,,,,09310533-4214227,,G,142.772247,-42.239651,93.9657970106,,0.014787,-21.1368,0.007943011006427456,22424357058.99359
13082,13565,,,545895,,,G,142.372,-43.68336,246.904504905,,0.054707967354,-18.7526,0.008500102962779303,2494824498.189415
14014,14498,26605.0,ESO261-006,ESO261-006,09233440-4245417,,G,140.893341,-42.761597,41.9673872626,,0.01462,-19.4856,0.009068491892061948,4900495559.468407
15696,16180,,,,09214888-4126521,,G,140.45369,-41.44781500000001,102.409912548,,0.01799,-20.7277,0.010154831236064345,15384380049.567268
19774,20259,,,,09300712-4325114,,G,142.529678,-43.419853,72.0956838898,,0.031887,-19.0395,0.012714203922299624,3249376236.18761
20015,20500,,,,09381025-4221020,,G,144.542725,-42.350571,90.7701127039,,0.030755,-20.5607,0.012861390559867007,13191069241.225893
22513,22999,,,2MFGC07367,09295471-4359272,,G,142.47796599999995,-43.990906,72.0693120108,,0.017929,-19.6078,0.014377109567197356,5484284803.764743
28098,28586,,,,09385157-4039566,,G,144.71489,-40.665726,167.180518337,,0.028563,-21.4149,0.01781645706825779,28970767447.839058
49451,49944,26754.0,ESO315-010,ESO315-010,09260421-4150053,,G,141.517548,-41.83482,53.009105282700006,,0.011727,-19.3988,0.026974398110322352,4523972955.181725
85800,86293,,,92262,09361141-4019557,,G,144.047562,-40.332165,193.417670771,,0.044344,-19.8235,0.040913064804723134,6689597686.316093
92958,93451,,,141831,09393179-4332127,,G,144.882477,-43.536877,136.836748199,,0.0314502457251,-19.132,0.044683165708352485,3538343568.147222
184111,184604,,,2MFGC07385,09311443-4217107,,G,142.81016499999996,-42.286316,148.643490268,,0.034158,-20.7657,0.0844075374569789,15932355929.40409
215522,216015,,,,09361746-4336209,,G,144.072784,-43.60582700000001,159.12425378,,0.03659,-19.4557,0.09504663768184662,4767382522.541076
235268,235761,,,,09372705-4051295,,G,144.362717,-40.858204,232.635839031,,0.052578,-19.4924,0.10176161097639136,4931283830.607071
235269,235762,,,,09370280-4128555,,G,144.261703,-41.482098,203.080321216,,0.045576,-19.9553,0.1017618901076988,7553008961.856032
235270,235763,,,,09371152-4141055,,G,144.29801899999995,-41.684883,183.136542112,,0.04202,-20.9789,0.10176260666108024,19389204892.140274
235271,235764,,,,09372456-4143245,,G,144.352356,-41.723484,105.951744141,,0.024938,-19.6775,0.10176282277789092,5847900841.4448
241110,241603,,,,09201574-4010096,,G,140.06561299999998,-40.169361,220.90978682,,0.050034,-20.5711,0.10376548952552916,13318030342.138277
241111,241604,,,,09202167-4010207,,G,140.09033200000002,-40.172428,219.51211275900002,,0.049731,-20.4053,0.10376591200785934,11431941673.756634
241112,241605,,,,09202392-4025567,,G,140.09968600000002,-40.43243,241.695728645,,0.054526,-21.3263,0.10376689876107373,26700537248.164467
241113,241606,,,,09205077-4100204,,G,140.211548,-41.005669,145.3079663,,0.03336,-20.3894,0.10376731510146862,11265747159.265795
241114,241607,,,,09211492-4035154,,G,140.31218,-40.58762700000001,205.51315229,,0.046295,-21.4492,0.10376842011742636,29900606666.175632
241121,241614,,,,09212787-4025340,,G,140.36615,-40.42612800000001,213.22306994099998,,0.048368,-19.0042,0.10377137629469706,3145429821.700129
241122,241615,,,,09214754-4124151,,G,140.44812,-41.404205,125.737987073,,0.02875,-20.5783,0.10377187175464173,13406641614.425016
241123,241616,,,,09221255-4143133,,G,140.552307,-41.720379,64.4623682154,,0.014843,-18.3715,0.10377193666119534,1756305251.8731318
241124,241617,,,,09220739-4056183,,G,140.530823,-40.938431,165.57938972600002,,0.03805,-18.625,0.10377201863754014,2218196419.800229
241125,241618,,,,09221965-4051423,,G,140.581909,-40.861767,254.62337289,,0.057307,-21.0925,0.10377281422613703,21527817347.243828
241135,241628,,,,09223890-4007395,,G,140.66210900000002,-40.127644,203.718188185,,0.045772,-19.5721,0.1037780312581884,5306888951.974814
241136,241629,,,,09223903-4121185,,G,140.662643,-41.355145,66.071615555,,0.015253,-20.7751,0.1037786251790084,16070892645.879368
241137,241630,,,,09231216-4011510,,G,140.80069,-40.197514,213.246084586,,0.048373,-20.7354,0.10377919777532478,15493873291.641
241154,241647,,,,09240847-4027240,,G,141.035294,-40.456669,253.164832135,,0.056992,-20.327,0.10378726325541926,10636530750.76442
241155,241648,,,,09240610-4057520,,G,141.025421,-40.964447,271.655138992,,0.060953,-21.2511,0.10378818397748152,24913801505.88792
241156,241649,,,,09240477-4106090,,G,141.019882,-41.102501,263.67763257400003,,0.059249,-20.3794,0.10378859650084474,11162462168.485512
241157,241650,,,,09241649-4124519,,G,141.068741,-41.41444,250.822240792,,0.056492,-20.0568,0.10378890298536887,8293159153.870323
241158,241651,,,,09242382-4120345,,G,141.099274,-41.342937,148.32781272,,0.034074,-20.8021,0.1037895118609398,16475552978.985819
241159,241652,,,,09244067-4009026,,G,141.16946399999995,-40.150745,259.57687279099997,,0.058365,-20.7613,0.1037900982806376,15867919917.407196
241160,241653,,,,09243606-4001166,,G,141.150253,-40.021297,167.402836145,,0.038521,-20.7058,0.10379065547735576,15077175843.774303
241165,241658,,,,09253196-4055305,,G,141.383179,-40.925163,214.60423690099998,,0.04867,-20.5882,0.10379310725300013,13529445576.57906
241166,241659,,,,09250691-4054245,,G,141.278793,-40.90683,268.429130783,,0.060264,-20.6181,0.10379362121208813,13907209597.00872
241167,241660,,,,09250554-4105475,,G,141.273102,-41.096546,199.91579914599998,,0.045104000000000005,-20.0282,0.10379391972873163,8077556417.1332655
241168,241661,,,,09251453-4129486,,G,141.310562,-41.496838,158.513408555,,0.03645,-20.5613,0.1037944074913909,13198360910.057741
241169,241662,,,,09254649-4148333,,G,141.443741,-41.809265,235.832256891,,0.053264,-21.406,0.10379546940344292,28734258866.748768
241170,241663,,,,09255606-4131083,,G,141.483597,-41.518993,78.9958250946,,0.018488,-20.736,0.10379604231627518,15502437888.710432
241171,241664,,,,09255357-4105533,,G,141.473236,-41.09816,199.416180873,,0.045015,-20.3228,0.10379643388549864,10595464482.370895
241172,241665,,,,09253266-4055412,,G,141.386124,-40.928123,179.814056546,,0.041218,-19.7471,0.10379666430994346,6235050854.010818
241178,241671,,,,09263688-4041057,,G,141.653671,-40.684917,204.728019628,,0.045936000000000005,-20.8109,0.1038006929158286,16609631601.942822
241179,241672,,,,09261068-4057015,,G,141.54451,-40.950436,211.980521031,,0.0481,-20.5815,0.10380118983820084,13446213415.3449
241182,241675,,,,09273904-4002377,,G,141.912704,-40.043823,218.2948243,,0.04947,-20.3592,0.10380228569719344,10956705787.25228
241183,241676,,,,09281457-4146259,,G,142.060745,-41.773888,215.61746525,,0.048892000000000005,-19.6744,0.10380250119782626,5831227696.663681
241185,241678,,,,09284095-4053165,,G,142.170639,-40.887943,231.057300387,,0.052234,-20.8766,0.10380354568282747,17645745044.143467
241186,241679,,,,09290427-4114416,,G,142.267792,-41.244907,262.883247864,,0.059077,-19.7138,0.10380376914733247,6046721968.873219
241187,241680,,,,09292568-4130461,,G,142.35703999999996,-41.512833,252.908604388,,0.056939,-20.8848,0.10380442621265873,17779518690.346367
241208,241701,,,,09311328-4006578,,G,142.805374,-40.116074,191.474001124,,0.043842,-20.2905,0.10381346530317218,10284898261.526506
241209,241702,,,,09305817-4044487,,G,142.742401,-40.746876,213.04816396400003,,0.048335,-21.0694,0.10381424414371322,21074632008.71537
241210,241703,,,,09312425-4111138,,G,142.851044,-41.187187,146.118976758,,0.03355,-20.2755,0.1038146190205009,10143784167.147688
241211,241704,,,,09311362-4108358,,G,142.806778,-41.143295,268.27469617599996,,0.060230999999999986,-20.9809,0.10381533689503893,19424954043.5366
241212,241705,,,,09312415-4105478,,G,142.850647,-41.096634,200.883170709,,0.045218,-20.3277,0.10381573023543413,10643390586.678038
241213,241706,,,,09310559-4123238,,G,142.773331,-41.389954,193.115752772,,0.04395,-20.9621,0.1038164357866584,19091497722.18298
241214,241707,,,,09312540-4116328,,G,142.855865,-41.275803,254.301787182,,0.057238,-20.5067,0.10381689962703412,12551048274.90861
241215,241708,,,,09312097-4137278,,G,142.837402,-41.624413,242.006818585,,0.054595000000000005,-20.5741,0.10381739317407206,13354880306.561209
241220,241713,,,,09322594-4154148,,G,143.108124,-41.904129,196.59410962400003,,0.044541,-20.0799,0.10381970008764202,8471493852.054475
241221,241714,,,,09324841-4137266,,G,143.201721,-41.624065,270.030047645,,0.060607000000000015,-20.6381,0.10382022360194286,14165763927.376678
241222,241715,,,,09324796-4017486,,G,143.19984399999996,-40.296841,259.847612478,,0.058424,-20.9316,0.10382090960894688,18562651021.64402
241223,241716,,,,09330684-4022167,,G,143.278503,-40.371319,232.061737678,,0.052452,-20.764,0.10382149748876318,15907429237.502163
241226,241719,,,,09333720-4006527,,G,143.405014,-40.114651,162.49737529200002,,0.037484,-19.6942,0.10382205042786463,5938544292.559312
241228,241721,,,,09332953-4052417,,G,143.373047,-40.87825,233.594440158,,0.052784000000000005,-20.7853,0.10382333514070204,16222582819.655378
241229,241722,,,,09334788-4110267,,G,143.449539,-41.174099,246.690603888,,0.055604,-20.4098,0.10382375937770867,11479421432.6228
241230,241723,,,,09335092-4124297,,G,143.462173,-41.408268,273.262258534,,0.061295,-21.3209,0.10382474123540747,26568069581.219707
241231,241724,,,,09335506-4143467,,G,143.479431,-41.729649,279.130203327,,0.062553,-20.649,0.10382527003188048,14308694127.493446
241232,241725,,,,09340705-4120398,,G,143.529404,-41.344406,210.58207161599998,,0.047802,-20.6571,0.10382580278812616,14415841544.512709
241238,241731,,,,09350496-4102550,,G,143.770691,-41.048626,243.367598124,,0.054889,-19.9793,0.1038289239146616,7721825800.676777
241239,241732,,,,09351177-4102540,,G,143.799057,-41.048336,116.276902846,,0.026892000000000003,-19.2385,0.10382906815560353,3903013019.642078
241240,241733,,,,09343547-4143359,,G,143.64781200000004,-41.726646,83.3918063701,,0.019613,-20.0226,0.10382936513652456,8036001330.847231
241241,241734,,,,09352092-4134474,,G,143.837173,-41.579842,153.039276781,,0.035201,-19.778,0.10382960221304788,6415049325.106654
241242,241735,,,,09351147-4045273,,G,143.797821,-40.757595,220.351568122,,0.049921,-20.8406,0.10383023306659572,17070254655.311153
241243,241736,,,,09353532-4044024,,G,143.897186,-40.734016,151.856221247,,0.034924000000000004,-19.8032,0.10383047571003312,6565684351.883067
241257,241750,,,,09361071-4016367,,G,144.044632,-40.276886,168.877792973,,0.038976,-21.1489,0.10383635693440224,22675663313.717632
