,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity
911,1385,70042.0,NGC7426,NGC7426,22560284+3621411,,G,344.011871,36.36142,83.2594328204,,0.017704688852299998,-21.6522,0.0005860657239247477,36047902522.39919
3652,4128,69861.0,NGC7395,NGC7395,22510290+3705163,,G,342.762085,37.087864,87.1007149719,,0.015544,-21.4091,0.002351550149042241,28816418316.38535
3800,4276,70196.0,NGC7449,NGC7449,22593761+3908450,,G,344.906738,39.145855,79.96527767970001,,0.023116,-20.5525,0.002445802610967524,13091819229.994043
4294,4770,70003.0,PGC070003,PGC070003,22551469+3640182,,G,343.8112490000001,36.671745,87.043279175,,0.018659769329900003,-20.8987,0.002786338739854908,18008601998.55283
4548,5024,,,,22435201+3822369,,G,340.966736,38.376923,76.080613681,,0.015022,-19.4964,0.0029634989606792906,4949484858.573271
5965,6441,70185.0,NGC7446,NGC7446,22592904+3904590,,G,344.871002,39.083061,83.5639010058,,0.017387,-20.5881,0.0039038388149135383,13528199525.974585
6024,6500,69925.0,PGC069925,PGC069925,22532472+3710310,,G,343.353027,37.175301,87.07420600190002,,0.023444,-20.6774,0.003944101657511281,14687909907.641737
9540,10019,70178.0,NGC7445,NGC7445,22592250+3906270,,G,344.84375,39.107513,80.1503919103,,0.026701,-19.7975,0.0061982739609772325,6531305526.474743
10987,11467,70152.0,NGC7440,NGC7440,22583255+3548086,,G,344.635651,35.80240999999999,87.18024332889999,,0.015991,-20.5911,0.0071422742356447265,13565631012.345446
12315,12796,69681.0,UGC12181,UGC12181,22460937+3803103,,G,341.539062,38.052883,75.8561499809,,0.019717,-20.166,0.007999141705089984,9170647491.149332
17146,17630,,,69534,22421005+3555394,,G,340.541901,35.92762000000001,109.78720270299999,,0.02282,-20.6338,0.011051646441605334,14109772128.638937
21639,22124,,,3088264,22564336+3859081,,G,344.180695,38.985607,83.33885622609999,,0.014796,-19.8622,0.013844789527720898,6932342318.538562
23401,23888,,,70029,22554403+3916534,,G,343.933472,39.281502,84.12879607939999,,0.019322,-20.0577,0.014941063609434174,8300036457.551334
24288,24776,,,UGC12155,22412947+3515582,,G,340.372833,35.26619,128.38454271,,0.03228,-20.7256,0.015473292504524672,15354652778.55429
24701,25189,,,,22562484+3614299,,G,344.103516,36.24166500000001,80.48539060270001,,0.027634,-20.2146,0.01572073818954381,9590472403.622126
27600,28088,69518.0,PGC069518,PGC069518,22414874+3743092,,G,340.453094,37.719238,75.3148682188,,0.023182,-20.1964,0.01748704779737133,9431048972.165194
28081,28569,,,2128747,22524589+3829545,,G,343.191223,38.498482,84.1861743793,,0.028181,-19.6762,0.017805152007161373,5840903081.207365
30295,30785,69727.0,PGC069727,PGC069727,22473739+3952448,,G,341.905792,39.879116,80.1415766785,,0.016715999999999998,-20.6793,0.019107854079700254,14713635734.144732
47102,47595,2071920.0,PGC2071920,PGC2071920,22435072+3554420,,G,340.961365,35.91169,178.384046825,,0.039921,-20.8508,0.02636413203244313,17231377621.66541
129639,130132,,,2817336,22404327+3638506,,G,340.180298,36.647392,185.71854368299998,,0.041532,-21.3043,0.061780949606005976,26164955472.84251
140151,140644,,,69451,22401766+3825363,,G,340.0736080000001,38.426773,130.912351823,,0.029699,-20.5799,0.06679610662350041,13426412936.097343
140156,140649,,,69568,22425585+3606342,,G,340.732727,36.109512,155.88136296,,0.034999,-21.092,0.06679879734172149,21517905703.39757
171881,172374,,,2066696,22530820+3534438,,G,343.28418,35.57885,145.862133599,,0.03281,-19.8037,0.07949877804162687,6568708657.584553
