,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity
2966,3441,14228.0,UGC02914,UGC02914,03591713+0641138,,G,59.821411,6.687171,84.90129128630002,,0.016852000000000002,-21.3016,0.0019022892588715016,26099969510.270283
4321,4797,13580.0,UGC02829,UGC02829,03415087+0809354,,G,55.461994,8.159847000000001,94.70103191790001,,0.017664,-20.8308,0.0028126623953537173,16916869535.47057
6896,7373,14227.0,PGC014227,PGC014227,03592385+0640458,,G,59.84938,6.67939,77.4453766117,,0.019232,-20.513,0.004503854126080615,12624087614.670494
8457,8936,,,,03544794+0615463,,G,58.699764,6.26288,120.89869812200001,,0.028604,-21.2491,0.005508903771010757,24867950830.51975
9801,10280,,,,03502341+0658231,,G,57.59756899999999,6.973102000000001,149.920059562,,0.022153,-22.0813,0.006377809528726372,53520480029.567406
10523,11002,,,UGC02903,03564532+0805107,,G,59.188869,8.086311,151.14299465,,0.029698,-21.3029,0.00684021551733909,26131238875.00706
11050,11530,14234.0,PGC014234,PGC014234,03592512+0641528,,G,59.854698,6.698,84.398042531,,0.020494,-20.2077,0.007185481890573937,9529716917.293695
20141,20626,,,,03435343+0631464,,G,55.972664,6.529559,135.35905657700002,,0.022059,-21.8234,0.012937187396145664,42204620549.766
21996,22482,,,3097880,03422132+0753091,,G,55.58885600000001,7.885883,192.470841642,,0.039417,-20.9538,0.014071974661686356,18946107623.975983
25040,25528,,,1337588,03410530+0802477,,G,55.272099,8.046597,75.0728645358,,0.016955,-19.5034,0.015922653296021917,4981498455.473996
29725,30215,14151.0,PGC014151,PGC014151,03565815+0830486,,G,59.242306000000006,8.51352,79.5466105841,,0.038337,-19.3611,0.018780926503521027,4369583068.793271
29967,30457,13744.0,UGC02852,UGC02852,03445584+0554185,,G,56.232697,5.90514,89.8412749656,,0.0193210596605,-20.9374,0.018919601262629974,18662077988.285538
