,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity
5569,6045,3669554.0,2MASXJ03554474-4222024,,03554474-4222024,,G,58.936436,-42.367352,12.586353791099999,,0.00192003096002,-13.1065,0.0036407212992139774,13759415.960633894
8816,9295,,,13789,03454640-4112149,,G,56.44335600000001,-41.204151,270.399957101,,0.042087,-22.809,0.00573211499639836,104616455102.20093
14356,14840,,,14195,03582770-4013385,,G,59.615417,-40.227383,234.35410891599997,,0.0511894155947,-20.0794,0.00928182567815916,8467593483.12476
23550,24038,,,,03514167-4027593,,G,57.923649,-40.466499,262.481453605,,0.051321000000000006,-21.4605,0.015027845979171431,30213427798.43297
23938,24426,,,14222,03590661-4116281,,G,59.777542,-41.274483,255.90536044700002,,0.049544,-21.9664,0.015263299915339769,48145976553.032684
26634,27122,,,131268,03500730-4121070,,G,57.53044499999999,-41.351955,249.463076935,,0.053104999999999986,-21.666,0.016897782288274096,36509005248.44986
27474,27962,,,131212,03422562-4106095,,G,55.606762,-41.102642,262.546858724,,0.048879,-21.808000000000003,0.017413003636020368,41610218851.745575
31639,32129,,,ESO249-023,03515497-4356254,,G,57.979069,-43.940403,238.97609152099997,,0.043969,-21.6788,0.019898911883888915,36941965637.04408
34342,34832,,,13865,03480168-4247096,,G,57.007004,-42.786026,179.38589659,,0.041699,-20.8189,0.02145124627271756,16732467880.175518
36620,37111,,,131213,03412527-4058036,,G,55.355297,-40.967686,276.338040142,,0.041593,-21.9032,0.022772004654634262,45423437799.105286
37178,37669,,,130280,03514801-4241183,,G,57.950073,-42.688438,238.229277004,,0.049128,-21.484,0.02308958377291773,30874504755.874676
44979,45472,584752.0,PGC584752,PGC584752,03511862-4035058,,G,57.827614,-40.584965,134.64966026,,0.031229000000000007,-20.035,0.02587472607318885,8128305161.640995
48920,49413,13616.0,ESO302-001,ESO302-001,03422678-4108415,,G,55.611599,-41.144863,86.65451278340002,,0.020078,-19.837,0.02682910837129328,6773295140.08607
48927,49420,13818.0,ESO302-006,ESO302-006,03463538-4038536,,G,56.647457,-40.648243,25.520897863400002,,0.00473634236817,-17.6545,0.026830835951238197,907402559.6228703
48947,49440,14224.0,ESO302-024,ESO302-024,03591461-4216265,,G,59.810883,-42.274036,34.1634181828,,0.007398,-18.0668,0.02683541689545344,1326538930.7152526
79833,80326,,,13538,03404880-4428046,,G,55.203373,-44.46796,156.256586811,,0.036405,-20.9542,0.037937562825593865,18953088913.895752
79864,80357,,,13845,03471828-4454187,,G,56.826202,-44.905212,270.320352941,,0.060237,-21.1544,0.03795715602915422,22790822565.33492
79866,80359,,,13851,03472298-4456027,,G,56.845787,-44.934109,241.486803957,,0.053897,-21.0975,0.0379584888810876,21627185237.270245
79870,80363,,,13901,03490415-4415450,,G,57.267307,-44.262524,258.25149516,,0.057605,-21.0582,0.03796083809065637,20858352373.56829
79873,80366,,,13921,03492631-4324440,,G,57.359634,-43.412228000000006,235.971301615,,0.052680999999999985,-20.4233,0.037962738915740916,11623047161.660046
79890,80383,,,14126,03560803-4456225,,G,59.03348199999999,-44.939587,264.659188448,,0.059011,-20.7344,0.03797346522965789,15479609476.709269
85289,85782,,,88213,03571568-4430006,,G,59.315342,-44.500191,218.63598819700002,,0.048833,-21.2466,0.04067593631232815,24810756130.745804
85290,85783,,,88223,03583101-4433394,,G,59.629238,-44.56097000000001,197.25359242099998,,0.043798,-21.2871,0.040676888074741485,25753721800.307884
85291,85784,,,88224,03584268-4419364,,G,59.677834,-44.326801,208.28330077799998,,0.04663,-19.6863,0.04067710595031825,5895491261.80945
85292,85785,,,88226,03585851-4410534,,G,59.743805,-44.181511,163.426191321,,0.037632,-19.9016,0.04067737161177503,7188528518.143702
86908,87401,,,100562,03445725-4107353,,G,56.238552,-41.12648,255.71419678900003,,0.057051,-20.6378,0.04137731790555529,14161850322.86399
87133,87626,,,102959,03414917-4453047,,G,55.45488,-44.884651,151.598898971,,0.0353461676731,-18.2625,0.041482083425251774,1588546748.5977745
87134,87627,,,102985,03581454-4208545,,G,59.560593,-42.148491,98.8767578088,,0.023124,-19.6055,0.04148228567526086,5472679310.676936
87135,87628,,,103011,03473048-4123221,,G,56.87701800000001,-41.389484,265.748580561,,0.0592385096193,-20.2624,0.041482656056132834,10022129266.050743
87136,87629,,,103018,03483018-4127105,,G,57.125782,-41.452934,218.022840782,,0.04865,-20.9175,0.04148333321185043,18323144223.712112
87137,87630,,,103022,03490015-4223021,,G,57.25063299999999,-42.383919,231.589567804,,0.051708,-20.7146,0.041483894943054864,15199874424.986916
87138,87631,,,103056,03420395-4155075,,G,55.516487,-41.91877,259.814935848,,0.0579449089725,-20.9133,0.04148456948436188,18252400935.68567
87759,88252,,,111559,03432400-4443434,,G,55.850021,-44.728733,218.875746308,,0.048734,-20.346,0.04172804497214589,10824304476.0913
87767,88260,,,111629,03554999-4215255,,G,58.958313,-42.257084000000006,256.28305712900004,,0.057181978591,-21.1036,0.04173011360973128,21749035392.34472
87768,88261,,,111631,03555738-4214565,,G,58.98909,-42.249035,255.12678614799998,,0.05692976846490001,-21.1438,0.0417309476913488,22569399290.28784
87769,88262,,,111655,03591079-4121351,,G,59.794971,-41.359756,268.621013848,,0.059868,-20.2147,0.04173130215242342,9591355759.453241
87775,88268,,,111687,03453311-4134478,,G,56.38798900000001,-41.579971,233.38139366400003,,0.0521058560529,-18.7003,0.04173334162244057,2377497122.6074324
87776,88269,,,111689,03455388-4139029,,G,56.474541,-41.650818,258.63878763,,0.057689548844800015,-19.7135,0.04173356502520857,6045051428.653457
87777,88270,,,111691,03455747-4147109,,G,56.48949399999999,-41.786369,274.527870237,,0.06138200000000001,-20.3169,0.041733954472376336,10538043816.288893
87778,88271,,,111704,03474384-4138111,,G,56.932697,-41.636429,257.467713903,,0.057435238717599986,-19.9436,0.04173423061188629,7472053968.195689
87780,88273,,,111773,03415850-4223106,,G,55.493763,-42.386295,211.295021543,,0.046987,-20.7414,0.041735177035125484,15579732619.243916
87781,88274,,,111774,03420550-4133345,,G,55.52294499999999,-41.559605,250.454467427,,0.055893,-20.9136,0.041735851762840906,18257444957.26757
87782,88275,,,111775,03421208-4206352,,G,55.550373,-42.109798,248.33241211700002,,0.055424,-20.5142,0.04173631881840451,12638047985.293287
87783,88276,,,111779,03423552-4118474,,G,55.648026,-41.313175,261.547232704,,0.05832200000000001,-20.4468,0.041736757761831285,11877362186.922665
87784,88277,,,111782,03424267-4203371,,G,55.677814,-42.060307,263.406586271,,0.058727,-20.6551,0.04173728953760703,14389311026.050472
87785,88278,,,111784,03425490-4133104,,G,55.728764,-41.552902,262.17313220200003,,0.0584589892295,-19.6329,0.04173749695661355,5612547118.252453
87786,88279,,,111788,03431386-4212271,,G,55.807777,-42.207535,241.463590912,,0.053902,-20.5303,0.04173797098958462,12826849526.458586
87787,88280,,,111791,03432369-4131129,,G,55.848721,-41.520267,266.660572367,,0.0595003797502,-19.4798,0.04173815112891738,4874386923.076252
87788,88281,,,111792,03432467-4135429,,G,55.85280600000001,-41.595268,280.017601642,,0.062557,-20.7419,0.04173872716348997,15586909003.557068
87832,88325,,,112243,03584553-4407524,,G,59.68972,-44.131241,178.92591702099998,,0.0407902103951,-18.7934,0.04175475398879177,2590359253.5843678
90025,90518,,,130278,03521134-4309235,,G,58.04725300000001,-43.156528,225.194166389,,0.050278,-20.7248,0.04286762153226264,15343343219.390747
90026,90519,,,130279,03520279-4244295,,G,58.01165,-42.741528,268.738021027,,0.059892,-21.2756,0.04286856326691208,25482380719.5384
90027,90520,,,130281,03504089-4252102,,G,57.670376,-42.869503,231.307223964,,0.051645535822800015,-20.8809,0.04286921797627205,17715768641.695747
90028,90521,,,130284,03454370-4250117,,G,56.432098,-42.83659,225.08791260400002,,0.050217000000000005,-20.8478,0.04286985302719245,17183831283.71706
90029,90522,,,130286,03441061-4324358,,G,56.044235,-43.409966,256.12451262400003,,0.057137,-21.2693,0.04287078931323609,25334946994.41502
90031,90524,,,130291,03565240-4405117,,G,59.218338,-44.086609,279.731167592,,0.06251,-21.3977,0.042873014385521005,28515434928.504906
90401,90894,,,131193,03402178-4001486,,G,55.090771,-40.030174,143.619049424,,0.033371,-20.5541,0.043118290736662415,13111126270.244535
90426,90919,,,131254,03584746-4018281,,G,59.69775,-40.307808,244.199201044,,0.054541,-21.2507,0.043136428993708384,24904624612.764576
90428,90921,,,131256,03565655-4041453,,G,59.235664,-40.695942,257.388412851,,0.057425,-20.6069,0.04313777429885338,13764486050.694313
90429,90922,,,131257,03560782-4007073,,G,59.032589,-40.118717,217.24850335,,0.048564,-21.2018,0.04313865414867394,23807840262.571247
90432,90925,,,131263,03510544-4045398,,G,57.77269,-40.76107800000001,236.98186852,,0.05293,-21.0746,0.04314086394038559,21175808459.08477
90434,90927,,,131266,03582786-4111545,,G,59.6161,-41.198494,229.419381228,,0.051271,-21.2872,0.043142487047034085,25756093914.9824
90435,90928,,,131267,03581153-4120565,,G,59.54806899999999,-41.349045,278.37445238,,0.06211000000000001,-21.0901,0.04314328087893927,21480283057.38161
90436,90929,,,131269,03500135-4110200,,G,57.505642,-41.172234,118.02207679899999,,0.027545,-20.1068,0.04314360180763402,8684003703.547285
90437,90930,,,131270,03490568-4110185,,G,57.27370500000001,-41.171822,257.127199046,,0.057362,-21.1187,0.043144416828166346,22053625733.544685
90438,90931,,,131271,03485177-4102296,,G,57.21573299999999,-41.041569,281.03205200599996,,0.062762,-21.2768,0.04314535960423478,25510560457.35833
93075,93568,,,142198,03550137-4342076,,G,58.755711,-43.702129,265.07994223099996,,0.0591,-20.9869,0.044741758240155305,19532597462.422398
93076,93569,,,142201,03531714-4249495,,G,58.321426,-42.830437,260.940127405,,0.05819700000000001,-20.3467,0.044742158524449134,10831285413.233812
105673,106166,,,531503,03491853-4459369,,G,57.327248,-44.993603,283.231055232,,0.063273,-20.7067,0.05140018776411712,15089678958.08886
105784,106277,,,537680,03531318-4424135,,G,58.30493900000001,-44.403763,255.061524625,,0.05691,-19.9962,0.0514550214423218,7842959998.847438
105785,106278,,,537765,03455892-4423453,,G,56.495506000000006,-44.395927,275.315598503,,0.061579,-20.6252,0.051455538773377066,13998451598.320065
105838,106331,,,541275,03590523-4403524,,G,59.771801,-44.064583,233.751918128,,0.052212,-20.7678,0.05148199503078013,15963201658.670671
106027,106520,,,551537,03452205-4313056,,G,56.34188100000001,-43.218239,271.819096113,,0.060818,-20.6794,0.05157399895330463,14714990972.487024
106028,106521,,,551551,03445691-4313001,,G,56.237164,-43.216713,268.784825025,,0.059983,-20.497,0.05157445866817259,12439416235.583107
106122,106615,,,556726,03545869-4251526,,G,58.744549,-42.864632,273.252885382,,0.060871,-20.0248,0.051623433516675685,8052300986.709073
106179,106672,,,559563,03451929-4241306,,G,56.33039100000001,-42.691837,262.266559965,,0.05848,-19.9827,0.051650483885023926,7746044720.781617
106200,106693,,,560549,03523828-4238090,,G,58.159515,-42.635845,226.991761948,,0.05069,-20.5741,0.05166050447789985,13354880306.561209
106215,106708,,,561452,03495975-4235063,,G,57.498997,-42.585106,263.514067556,,0.058755,-20.839,0.05166732039065357,17045117524.684748
106220,106713,,,561734,03474323-4234048,,G,56.930134,-42.568001,278.163247415,,0.062166999999999986,-20.6735,0.0516693942857402,14635245097.78406
106502,106995,,,577434,03411501-4115340,,G,55.312546,-41.259464,181.777957963,,0.042187,-20.9307,0.051806157673605184,18547270247.251987
106747,107240,,,590455,03585333-4004441,,G,59.722248,-40.07893,262.13109055,,0.0584589892295,-19.3826,0.05192716348081943,4456972967.451863
106766,107259,,,591242,03492537-4001106,,G,57.35574,-40.019615,216.792283395,,0.048398,-20.5442,0.05193604804286809,12992119305.385956
106768,107261,,,591459,03552339-4000104,,G,58.847492,-40.002903,265.056565652,,0.059091,-20.2887,0.051937268684341405,10267861453.298494
129934,130427,,,3080511,03474420-4403297,,G,56.9342,-44.058277,207.40100603,,0.046221,-19.8011,0.06192516699479274,6552997465.737168
135485,135978,,,ESO249-028,03544608-4458207,,G,58.69201999999999,-44.972424,259.245479607,,0.057828,-21.3366,0.06436575351672033,26955041201.7563
135487,135980,,,IC2015,03581143-4023205,,G,59.547634,-40.389046,190.838563402,,0.042326,-20.9673,0.06436704344505646,19183153413.773247
135490,135983,,,ESO302-020,03554891-4001343,,G,58.953823,-40.026215,213.46703346200002,,0.047731,-21.3647,0.06436948871897309,27661772167.957897
142286,142779,,,130283,03460396-4248503,,G,56.516502,-42.813988,244.961298585,,0.054679999999999986,-21.0135,0.06781741114173069,20017046589.899643
144483,144976,,,176541,03412871-4013006,,G,55.369644,-40.216858,223.19440031099998,,0.049792,-20.5574,0.06881363803254104,13151037010.869198
151120,151613,,,534852,03584657-4440164,,G,59.69405,-44.671238,277.872275215,,0.061876,-20.2502,0.07151595088229218,9910144796.936079
151178,151671,,,538865,03464017-4417295,,G,56.6674,-44.291542,246.01179131700002,,0.054906,-20.1798,0.07153628582135921,9287952806.075563
151206,151699,,,541431,03465675-4403016,,G,56.73646899999999,-44.050449,263.243034335,,0.058695,-20.4988,0.07154718418940338,12460056166.287027
151243,151736,,,543595,03511560-4351592,,G,57.815018,-43.866455,269.79126667,,0.060122,-20.3741,0.0715616549026449,11108105606.410095
