,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity
110,584,15941.0,NGC1672,NGC1672,04454255-5914506,,G,71.427299,-59.24741,22.6043216829,,0.00375837187919,-20.801,7.423524126717247e-05,16458869432.193037
1292,1767,16234.0,NGC1703,NGC1703,04525214-5944319,,G,73.21727,-59.74221800000001,25.0108138871,,0.010452,-19.7106,0.0008389129020163239,6028926648.318728
3838,4314,16050.0,NGC1688,NGC1688,04482378-5948011,,G,72.099121,-59.800308,21.1105066245,,0.0026751913376,-19.3225,0.0024729523721808517,4216965034.285823
6593,7069,16480.0,ESO119-025,ESO119-025,04590840-5839176,,G,74.785011,-58.654903,82.1345013004,,0.0183069691535,-20.7026,0.004315788992728309,15032804169.571732
8385,8864,17012.0,ESO159-003,ESO159-003,05160912-5406166,,G,79.03801700000002,-54.104626,57.675826225,,0.020814,-19.825,0.0054686542137205715,6698846094.165272
8679,9158,17043.0,ESO159-004,ESO159-004,05170793-5404010,,G,79.283043,-54.066948,60.39287773979999,,0.024352,-19.7679,0.0056524205598871705,6355650395.3857355
9032,9511,16911.0,NGC1853,NGC1853,05121653-5723565,,G,78.06888599999998,-57.399044,23.576169790500003,,0.008104,-18.6714,0.005868874127040964,2315047999.623607
10771,11251,15782.0,ESO118-034,ESO118-034,04401748-5844394,,G,70.07285300000001,-58.744278,20.169734709300002,,0.011011,-17.9645,0.0069968060096696795,1207257744.3348775
10888,11368,,,ESO119-015,04512340-5913593,,G,72.847511,-59.233166,241.500731862,,0.042511,-22.2006,0.0070728241521686875,59736531165.69486
11259,11739,16282.0,NGC1705,NGC1705,,,G,73.5562,-53.36179,7.118770226830001,,0.00119091059546,-16.622,0.007315028282440329,350590383.932613
11440,11920,16680.0,ESO158-017,ESO158-017,05043505-5531301,,G,76.14606500000002,-55.525055,90.1906602367,,0.022179,-20.8358,0.007442750438106509,16994954257.4133
11546,12026,16979.0,ESO159-002,ESO159-002,05150645-5344141,,G,78.776894,-53.737267,61.1590219205,,0.0127,-20.4943,0.007500728505059171,12408520427.686691
12743,13226,,,ESO158-002,04433331-5409275,,G,70.888824,-54.157658,241.941812315,,0.038607,-22.1926,0.008278969974286505,59297993753.552864
15922,16406,,,ESO203-012,04572599-5122493,,G,74.358299,-51.380363,158.079102842,,0.036401,-20.8574,0.01029005476676056,17336443158.582996
16539,17023,,,129655,04530898-5004392,,G,73.287453,-50.077579,155.781913656,,0.032011000000000005,-20.9376,0.01067629649118664,18665515986.73353
17874,18359,,,147141,05133561-5608223,,G,78.398392,-56.13953000000001,246.3651286,,0.037426,-22.0479,0.011532651951333364,51899120713.90268
18970,19455,,,ESO119-051,05181694-5756305,,G,79.57061800000002,-57.941811,103.26720672100001,,0.037168,-19.9308,0.012219276527049329,7384481384.174254
19703,20188,,,129604,04434945-5221057,,G,70.956055,-52.351604,163.82951958299998,,0.036486000000000005,-21.134,0.012672023727147671,22366601494.661884
20623,21108,,,16051,04482524-5452441,,G,72.105194,-54.878925,176.586068601,,0.028884,-21.3718,0.013227855266155452,27843254688.57553
20831,21316,,,16151,04505679-5531488,,G,72.736641,-55.530235,177.154938237,,0.029326,-21.5228,0.013361085364353304,31997791191.994343
21051,21536,,,146840,05011969-5516040,,G,75.332077,-55.267784,149.73057060899998,,0.028949000000000006,-20.8346,0.013491452109307779,16976181116.147509
22455,22941,,,16068,04485250-5442398,,G,72.218781,-54.711075,208.173000784,,0.035439,-21.5181,0.014340545833990024,31859576606.048775
23239,23726,,,15981,04463460-5436584,,G,71.644196,-54.616226,56.4690823774,,0.024911000000000003,-18.7511,0.014827264884836747,2491380150.5887923
23880,24368,,,16306,04544055-5629511,,G,73.668991,-56.497528,255.97530108200002,,0.039883,-22.149,0.015228564906056206,56963937334.11852
24158,24646,,,ESO203-006,04494142-5049175,,G,72.422585,-50.821533,160.21955116,,0.034818,-20.5426,0.01539510966626056,12972987511.122318
26441,26929,,,146681,04553177-5734247,,G,73.882401,-57.573536,161.251837409,,0.044275,-20.9445,0.016788943331032556,18784515586.741364
27382,27870,138768.0,PGC138768,PGC138768,04491263-5423550,,G,72.302658,-54.398624,88.0110025466,,0.0141934870967,-19.2427,0.017357876252201462,3918140452.750357
28090,28578,,,ESO119-004,04482110-5925021,,G,72.087936,-59.41725200000001,94.36439547190001,,0.026825,-20.639,0.017810527102737787,14177511231.220009
28604,29093,16072.0,ESO119-008,ESO119-008,04485672-5739329,,G,72.236366,-57.659149,96.1188722361,,0.028384,-20.272,0.01810270203619753,10111137119.549095
29162,29652,,,ESO158-014,04544571-5305574,,G,73.690498,-53.099293,177.773984953,,0.037009,-21.0543,0.01844232879827357,20783562892.38244
29439,29929,,,ESO158-006,04484037-5354437,,G,72.168213,-53.912163,178.324856554,,0.037487,-21.1291,0.018611436162377454,22265886965.06723
29648,30138,,,177866,04460539-5349550,,G,71.52248399999998,-53.831947,206.142314398,,0.040338,-20.7598,0.018733372395315983,15846012712.337637
30129,30619,,,16015,04473471-5045070,,G,71.894653,-50.751945,161.260894068,,0.032770999999999995,-20.4476,0.019013034329826352,11886116975.787066
30238,30728,129670.0,PGC129670,PGC129670,04485661-5107128,,G,72.235878,-51.120232,78.4936001537,,0.031539,-19.6362,0.01907219285812791,5629631913.842312
30307,30797,,,ESO158-004,04462945-5636343,,G,71.622749,-56.609547,187.17469605,,0.03653,-20.9792,0.019114764271354414,19394563067.663563
30748,31238,,,ESO203-010,04523178-5027223,,G,73.132446,-50.456211,191.080837685,,0.040292,-21.2511,0.01937636278168716,24913801505.88792
31993,32483,,,146600,04502269-5505344,,G,72.594559,-55.092903,244.02264230400002,,0.04251,-21.3002,0.020100442691153932,26066336654.429523
32793,33283,,,15889,04434077-5739345,,G,70.919914,-57.659595,193.458843615,,0.0417114808557,-20.5329,0.020569359761853485,12857602642.839508
32992,33482,15999.0,ESO203-002,ESO203-002,04470586-5003028,,G,71.774422,-50.050804,75.7637288285,,0.018916,-19.9503,0.0206802394858696,7518306037.936088
34470,34960,,,128050,04420249-5730430,,G,70.510384,-57.511963,196.314786268,,0.046506,-20.6068,0.02153135019279386,13763218353.059166
34651,35141,,,ESO119-032,05040663-5726589,,G,76.027641,-57.449711,243.13998878700002,,0.054595000000000005,-21.4073,0.021632531259391442,28768684271.751217
36769,37260,,,146761,04570721-5432570,,G,74.28008299999998,-54.549187,177.268724478,,0.0384865092433,-20.0552,0.02285432488030534,8280946903.428497
36813,37304,,,146532,04485406-5230438,,G,72.225258,-52.512177,212.523502487,,0.044802,-20.565,0.0228831440024649,13243415351.946644
38236,38727,,,129656,04505020-5018348,,G,72.70916700000002,-50.309692,186.521855621,,0.029412,-21.7666,0.023686206535412275,40053456461.00455
38392,38883,,,146545,04491109-5406220,,G,72.296227,-54.106125,258.13018376900004,,0.054383,-21.3332,0.02376527892345074,26870763094.306736
38947,39439,,,129606,04400338-5108451,,G,70.014122,-51.145882,161.134103249,,0.042922,-20.7449,0.024102816432748028,15630036780.524746
