,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity,Sector
36773,37264,,,,06040459+0142415,,G,91.019165,1.711545,249.47238440200002,,0.054024,-21.4191,0.02285824303971087,29083053352.205032,1456.0
43654,44147,143058.0,PGC143058,PGC143058,06003016+0435491,,G,90.125687,4.596989,64.7473187003,,0.014609,-20.0911,0.02548392427687884,8559334519.747617,1456.0
184060,184553,,,2MFGC04934,06072991+0140047,,G,91.874634,1.6679830000000002,204.72342877,,0.046107,-19.9558,0.0843854261736759,7556488052.053195,1456.0
205259,205752,,,,05495677+0212435,,G,87.486542,2.212087,188.540159013,,0.042423,-20.324,0.09159496007810554,10607181496.353168,1456.0
205275,205768,,,,05511304+0239144,,G,87.80435200000002,2.654013,248.351020793,,0.055520000000000014,-21.0753,0.09159967106740168,21189465409.3416,1456.0
205276,205769,,,,05510297+0250254,,G,87.762398,2.84041,230.5343734,,0.051669000000000014,-20.3637,0.0916000776685022,11002211770.714432,1456.0
205277,205770,,,,05511556+0218374,,G,87.81485,2.3104,144.371065524,,0.032489,-20.2174,0.09160043301214467,9615237146.983385,1456.0
205284,205777,,,,05513134+0226339,,G,87.88059200000002,2.442761,94.9446744914,,0.02123,-19.5174,0.09160106663787472,5046148186.807607,1456.0
205285,205778,,,,05513160+0226159,,G,87.88170600000002,2.437761,228.443494353,,0.051227,-20.8709,0.0916017153448232,17553349498.521717,1456.0
205291,205784,,,,05515797+0148189,,G,87.991562,1.805266,206.95535480799998,,0.046597,-20.0314,0.09160429940483693,8101398589.069486,1456.0
205295,205788,,,,05524281+0158206,,G,88.178398,1.972409,85.6960719243,,0.019166,-18.6258,0.0916047231033283,2219831449.6165533,1456.0
205306,205799,,,,05525002+0314325,,G,88.208427,3.242369,199.18244118799998,,0.044823,-19.9233,0.09160797769720927,7333646971.889081,1456.0
205307,205800,,,,05525864+0300545,,G,88.244339,3.015149,63.5025136636,,0.014344,-18.668,0.09160806298533092,2307809729.6984076,1456.0
205312,205805,,,,05531903+0313075,,G,88.32929200000002,3.218773,281.962227962,,0.062724,-21.056,0.0916091186803224,20816130409.17642,1456.0
215140,215633,,,,06020891+0349396,,G,90.537125,3.827688,170.090046705,,0.038286,-20.3594,0.09489827149968684,10958724272.949068,1456.0
215141,215634,,,,06020075+0330556,,G,90.503136,3.5154690000000004,188.581268985,,0.042457,-21.4695,0.09489939737047168,30464917052.57328,1456.0
215142,215635,,,,06021197+0337206,,G,90.549904,3.622409,203.479546924,,0.045781,-20.5966,0.09489990125212976,13634524605.15836,1456.0
215143,215636,,,,06020243+0100506,,G,90.510132,1.01408,280.111519647,,0.062397,-21.3507,0.09490091043193168,27307377871.027332,1456.0
215144,215637,,,,06022565+0123322,,G,90.60688,1.392303,100.18566203200001,,0.022513,-18.397,0.094900976880947,1798042695.1774426,1456.0
215145,215638,,,,06024272+0141192,,G,90.678009,1.688693,182.935909141,,0.041204000000000005,-19.9685,0.0949012594265478,7645396264.150474,1456.0
215152,215645,,,,06031514+0336486,,G,90.813087,3.613523,237.55682383400003,,0.053288,-20.7848,0.09490397904741768,16215113764.12684,1456.0
215153,215646,,,,06031218+0247256,,G,90.800781,2.790469,264.168374992,,0.05905,-20.8964,0.09490464317046164,17970493345.64848,1456.0
215154,215647,,,,06034462+0124043,,G,90.935944,1.401202,180.29238889599998,,0.040608,-19.4609,0.09490482020114664,4790270079.533042,1456.0
215158,215651,,,,06041240+0154045,,G,91.051689,1.901264,169.43618868299998,,0.038142,-19.608,0.09490709926228903,5485295139.412035,1456.0
215159,215652,,,,06040926+0142405,,G,91.038612,1.711265,145.997311531,,0.032887,-19.1967,0.09490723805560436,3755605790.5371327,1456.0
215160,215653,,,,06040126+0140535,,G,91.005264,1.681545,198.110206453,,0.044632,-19.8025,0.0949074805426542,6561452663.0290575,1456.0
215166,215659,,,,06050482+0339119,,G,91.270111,3.653318,120.29991922299999,,0.027133,-19.4073,0.09491073443872083,4559529185.836172,1456.0
215167,215660,,,,06050210+0224559,,G,91.258751,2.41554,186.68162935400002,,0.042051,-19.9305,0.09491100726647612,7382441258.430447,1456.0
215168,215661,,,,06045029+0211279,,G,91.209557,2.191092,269.884904273,,0.060339,-20.4949,0.09491146609303604,12415379524.549826,1456.0
215169,215662,,,,06045296+0148389,,G,91.220703,1.810816,163.689028537,,0.036847000000000005,-20.4591,0.09491191003740304,12012682537.374868,1456.0
215171,215664,,,,06051462+0200272,,G,91.310936,2.00757,235.646873001,,0.052882000000000005,-20.3573,0.09491242169932257,10937548706.213877,1456.0
215172,215665,,,,06051328+0154522,,G,91.305374,1.914514,248.974471226,,0.055753,-19.9548,0.09491270070211492,7549531473.470197,1456.0
215183,215676,,,,06060544+0316374,,G,91.522667,3.2770690000000005,170.86668024899998,,0.038475,-19.8643,0.09491822942311982,6945763632.705026,1456.0
215184,215677,,,,06054502+0225164,,G,91.437584,2.421234,231.760837308,,0.05195,-19.7842,0.0949184678573203,6451786686.421336,1456.0
215185,215678,,,,06054822+0142564,,G,91.450951,1.7156790000000002,225.762451498,,0.050672,-20.4423,0.09491890498524372,11828236514.874542,1456.0
215186,215679,,,,06055169+0148564,,G,91.465401,1.81568,236.935505498,,0.053162,-20.3782,0.09491931705292114,11150131774.652832,1456.0
215187,215680,,,,06054283+0116254,,G,91.428467,1.273734,278.12570122700004,,0.062075,-21.4402,0.0949204129469227,29653775819.538414,1456.0
215188,215681,,,,06062721+0227158,,G,91.613396,2.454414,263.252379947,,0.058886,-20.8959,0.09492107676419713,17962219532.892155,1456.0
215189,215682,,,,06061727+0246258,,G,91.57196,2.773857,102.29444114799999,,0.022993,-19.4713,0.094921255498763,4836375361.208347,1456.0
215192,215685,,,,06064796+0244555,,G,91.699867,2.748767,77.6567524298,,0.017656,-18.7299,0.09492224845237256,2443205514.786861,1456.0
