,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity
16668,17152,,,ESO054-008,03282167-7049031,,G,52.090305,-70.81753499999998,145.380047442,,0.027085,-21.4055,0.010759776350591612,28721029297.978317
18029,18514,,,ESO031-015,03304764-7347033,,G,52.698524,-73.78427099999998,118.70971354299999,,0.044454,-20.7534,0.011621975898864713,15752881279.908703
19078,19563,,,258985,03281626-7257394,,G,52.067757,-72.96096800000002,118.34801480799999,,0.039024,-20.4228,0.012291565183647744,11617695782.9292
28683,29173,,,251330,03340361-7412306,,G,53.515049,-74.208511,252.405523123,,0.051682000000000006,-21.7825,0.018154805387910426,40644332916.52144
38385,38876,,,265649,03363188-7205003,,G,54.13287,-72.083435,160.85337053799998,,0.03773,-21.0682,0.02376092230327736,21051352331.82824
48903,49396,13393.0,ESO054-014A,ESO054-014A,03380013-7027565,,G,54.50056800000001,-70.465698,135.91142268,,0.031955000000000004,-20.7593,0.02682655171616161,15838717033.82762
101824,102317,,,247374,03270630-7456473,,G,51.776291,-74.946487,257.169178471,,0.057686,-20.4631,0.04944493168527102,12057020518.78537
101837,102330,,,248626,03323930-7443412,,G,53.16378,-74.728127,201.53894807700001,,0.045287,-20.3668,0.0494521146882682,11033670235.262234
101908,102401,,,253039,03380898-7354107,,G,54.537441,-73.902985,178.62992598,,0.04106,-20.9548,0.04949214146743657,18963565672.464333
101969,102462,,,256573,03264908-7319369,,G,51.704536,-73.32693499999998,200.97029427200002,,0.045136,-21.1817,0.049526270856233866,23371145544.342068
102042,102535,,,261008,03365473-7242115,,G,54.228081,-72.703201,248.727868744,,0.055826,-20.3736,0.04956845584226968,11102991312.434013
102200,102693,,,271208,03241760-7056575,,G,51.073357,-70.94931,260.249094018,,0.058302,-21.3679,0.04965701599327955,27743420217.693474
102262,102755,,,274564,03362745-7016273,,G,54.114376,-70.274254,250.454467427,,0.056163,-20.8246,0.049691348972154416,16820542552.164326
129424,129917,,,2816374,03382619-7109298,,G,54.609135,-71.158287,249.667847184,,0.056004999999999985,-20.3108,0.06166591904841105,10479003851.98558
135458,135951,,,ESO031-018,03374339-7223303,,G,54.43081700000001,-72.391754,104.76029133,,0.0243,-20.518,0.06434850921771995,12682357755.55592
135461,135954,,,ESO031-019,03394850-7345244,,G,54.95211,-73.756783,145.42059382899998,,0.034224,-20.0501,0.06434985968079998,8242140244.342391
142940,143433,,,145677,03365084-7120219,,G,54.211842,-71.33943199999999,202.46551853900002,,0.045376,-21.1118,0.06813776978202148,21913916374.051548
