,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity
3516,3991,68826.0,IC1445,IC1445,22253032-1714361,,G,336.376373,-17.243374,40.1849235691,,0.014648,-19.4953,0.0022638418076470603,4944472889.485262
4132,4608,68604.0,NGC7251,NGC7251,22202715-1546246,,G,335.113129,-15.773519,71.1508425829,,0.016975999999999998,-20.9819,0.002678029365549698,19442853329.041912
5497,5973,,,IC5210,22223109-1852109,,G,335.629578,-18.869707,107.90445018700001,,0.0246542223271,-21.0952,0.0035925189734923586,21581419169.72247
5805,6281,,,ESO602-025,22312547-1902042,,G,337.85614,-19.034519,112.43753744,,0.022017,-21.5086,0.003797096206279143,31582026964.550808
8212,8691,68695.0,IC5211,IC5211,22224307-1852490,,G,335.679474,-18.880287,107.410592168,,0.027834,-20.6772,0.005348851040117682,14685204543.830538
10246,10725,,,ESO603-001,22390576-1939442,,G,339.774017,-19.662279,130.92580326,,0.029398,-21.3541,0.006653334710591452,27393025387.56057
10384,10863,,,69083,22315836-1526241,,G,337.993195,-15.440041,111.074213506,,0.026898,-20.6981,0.006748795457555797,14970627349.83888
10830,11310,,,69129,22330941-1704040,,G,338.289246,-17.067802,113.101604,,0.025978,-20.9043,0.007031058722179563,18101726548.82737
10986,11466,,,69048,22311329-1719407,,G,337.805389,-17.327976,111.470671488,,0.02412,-20.8208,0.007141772900039297,16761774743.327532
11697,12177,,,NGC7301,22303473-1734254,,G,337.644745,-17.573742000000006,110.70453059200001,,0.025831,-21.3198,0.00759944795696087,26541166105.95441
13431,13914,68721.0,NGC7255,NGC7255,22230800-1532290,,G,335.783356,-15.541415,74.0082897339,,0.029922000000000008,-19.5984,0.008717293019911726,5437008350.261479
15550,16034,,,,22284696-1504114,,G,337.195679,-15.069837,70.19752716869999,,0.01438,-17.6536,0.010053950466777546,906650697.5081233
16490,16974,69247.0,PGC069247,PGC069247,22353539-1512390,,G,338.897461,-15.210834,97.5240953176,,0.016826,-20.7776,0.010644179217719742,16107939879.552534
16573,17057,170392.0,PGC170392,PGC170392,22264634-1501230,,G,336.693115,-15.023066,70.64998302939999,,0.026909,-19.1926,0.010697692935056869,3741450467.1744704
17674,18159,,,68986,22293917-1945018,,G,337.4132390000001,-19.750526,111.813717045,,0.025246,-20.6705,0.0114078731615422,14594862237.826231
24118,24606,,,ESO602-010,22220278-1934229,,G,335.511597,-19.573038,108.49629817299999,,0.027695,-21.0341,0.015374564058151944,20400461868.13485
24320,24808,,,,22201305-1556536,,G,335.054413,-15.94824,74.215015212,,0.017972,-20.0685,0.015491823818933022,8383010304.515541
24771,25259,,,ESO602-021,22293351-1949239,,G,337.389648,-19.823317000000007,113.458210816,,0.023612,-20.7562,0.015760258335114408,15793558740.379787
28317,28805,,,192346,22282227-1626172,,G,337.092804,-16.438131,244.5709342,,0.052956,-21.462,0.01794291863637285,30255198038.723087
28965,29455,68619.0,ESO602-008,ESO602-008,22205826-1807370,,G,335.242767,-18.126947,71.6430002113,,0.028107,-19.2299,0.018318890287455862,3872219788.169141
31543,32033,,,192334,22281623-1623439,,G,337.067657,-16.395542000000006,249.644577207,,0.053041,-21.1976,0.01984710549496018,23715921273.09984
36941,37432,192084.0,PGC192084,PGC192084,22235299-1636524,,G,335.970795,-16.614559,101.397470949,,0.041176,-19.5431,0.02295201973662785,5167018303.727014
42287,42780,69010.0,PGC069010,PGC069010,22302828-1500484,,G,337.617859,-15.013466,60.296577074,,0.013262,-18.1065,0.02512185463244649,1375941596.0633895
42289,42782,69084.0,PGC069084,PGC069084,22315567-1708421,,G,337.9819950000001,-17.145041,80.2782157864,,0.0179726489863,-19.483,0.025122630757944988,4888774438.9414425
42769,43262,89315.0,PGC089315,PGC089315,22374556-1859533,,G,339.43985,-18.998163,111.32811872100001,,0.024751,-19.469,0.025248387208712558,4826140932.685231
45568,46061,912293.0,PGC912293,PGC912293,22315864-1521291,,G,337.994354,-15.358096,150.79546929100002,,0.034683,-20.0419,0.026033983017122918,8180126127.301078
51004,51497,69309.0,ESO602-030,ESO602-030,22365106-1948252,,G,339.212769,-19.807016,34.8877398228,,0.00722925361463,-19.0834,0.02741183680868868,3383451846.834825
83257,83750,,,68970,22290356-1909179,,G,337.264862,-19.154989,139.128812237,,0.031838,-20.0011,0.039725852591115135,7878435793.193871
83275,83768,,,69228,22350565-1944458,,G,338.7735600000001,-19.746058,236.12889269,,0.052821000000000014,-20.6577,0.03973573190203402,14423810234.582747
83282,83775,,,69300,22363901-1936472,,G,339.162567,-19.613121,279.172455188,,0.062073,-19.9864,0.039738780821231036,7772486922.515542
83285,83778,,,69322,22370123-1916053,,G,339.255157,-19.268145,208.168405033,,0.046917,-20.5961,0.039740176858971576,13628247120.092545
85492,85985,,,89239,22334360-1707044,,G,338.4317020000001,-17.117893,255.33656389700002,,0.056964,-21.0816,0.040769918593603606,21312774995.083504
85496,85989,,,89316,22382548-1646485,,G,339.606171,-16.780155,240.65123633599998,,0.05379,-20.9149,0.04077207418896735,18279318496.441788
96863,97356,,,164123,22334125-1632192,,G,338.421875,-16.538683,190.559742182,,0.043293,-20.9262,0.04681979913431796,18470557328.9107
97398,97891,,,170448,22251995-1816086,,G,336.33313,-18.269072,159.345997697,,0.036826,-21.1957,0.04710505349754957,23674455541.10421
99778,100271,,,192032,22224885-1922260,,G,335.703583,-19.373899,228.54985660900002,,0.05112,-21.0679,0.04840917756415994,21045536431.753586
99855,100348,,,192844,22344275-1643108,,G,338.678162,-16.719688,245.147202435,,0.054757000000000014,-21.0971,0.04844900419825621,21619218955.31074
99878,100371,,,193173,22360258-1859492,,G,339.010773,-18.997025,199.45743081700002,,0.045183,-20.5683,0.0484608596762205,13283728785.301064
114394,114887,,,855579,22385671-1924491,,G,339.736298,-19.413664,180.98040321099998,,0.041251,-20.0962,0.05544679548509035,8599634631.95938
114410,114903,,,856338,22310580-1921315,,G,337.7742,-19.358751,143.70009618,,0.033030000000000004,-19.5273,0.05545324048198758,5092370574.843225
114447,114940,,,858007,22340840-1914058,,G,338.535004,-19.234953,244.67781514700002,,0.054665,-20.807,0.055472929072208105,16550076287.699894
114523,115016,,,861215,22370224-1859213,,G,339.259369,-18.989258,204.08536306099998,,0.046158,-20.2131,0.0555099079206317,9577231824.721191
114586,115079,,,863963,22393989-1846072,,G,339.916229,-18.768686,275.217122548,,0.061241,-20.9434,0.05554594748011978,18765493928.095238
114633,115126,,,865538,22371549-1838463,,G,339.314575,-18.646208,229.280611911,,0.051337,-20.2848,0.055572260817327815,10231045121.057718
114704,115197,,,868034,22393075-1826542,,G,339.878143,-18.448406,283.734016209,,0.063039,-20.6276,0.05561000820610878,14029429144.291834
114876,115369,,,874729,22203313-1757516,,G,335.138062,-17.96435,239.86228181299998,,0.053594,-20.8418,0.055702335497271716,17089131827.974115
114934,115427,,,877606,22262445-1746530,,G,336.601898,-17.781416,256.819365899,,0.057272,-21.2191,0.05572959736432144,24190230131.41013
114936,115429,,,877781,22251706-1746196,,G,336.321106,-17.772114000000006,182.183648597,,0.041548,-20.8145,0.055730740716712836,16664795935.998331
114946,115439,,,878090,22202073-1745106,,G,335.0863950000001,-17.752962,240.516636734,,0.053737,-20.7257,0.05573516876546742,15356067059.46712
115010,115503,,,880912,22215715-1734544,,G,335.488129,-17.581787,266.983335817,,0.059482000000000014,-20.9754,0.055766840360419186,19326802115.762108
115012,115505,,,881086,22395640-1734118,,G,339.9850160000001,-17.569948,118.79456277700001,,0.0266215033108,-17.564,0.05576710098026455,834833753.7236532
115062,115555,,,883225,22384810-1726245,,G,339.700439,-17.440151,280.355718479,,0.062326,-20.6145,0.0557913778709205,13861173512.382492
