,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity
7801,8280,69841.0,UGC12221,UGC12221,22502630+8252370,,G,342.609589,82.876953,34.2935219137,,0.007240803620399998,-19.6761,0.005088354014391575,5840365138.926323
9762,10241,70397.0,UGC12387,UGC12387,23041995+8644590,,G,346.08313,86.74973299999998,85.3030699146,,0.026921,-19.5848,0.00635434362355502,5369328805.683137
23811,24299,,,,22534999+8103454,,G,343.458313,81.06263,112.682645461,,0.031216000000000008,-20.2643,0.015182597902834369,10039682992.912516
137243,137736,,,UGC12377,23032639+8645577,,G,345.859985,86.766029,144.501673946,,0.032585,-20.3714,0.06537231076303802,11080516377.9119
182117,182610,,,3085909,22555100+8651328,,G,343.9625240000001,86.859131,111.64887204200001,,0.025225,-19.2433,0.08360978386070647,3920306295.571426
207514,208007,,,,22424227+8006544,,G,340.676147,80.115135,223.29597566599998,,0.049696,-19.9284,0.09230925731240336,7368176151.138527
211342,211835,,,,22561166+8311186,,G,344.048615,83.18852199999998,157.378008363,,0.035351,-19.4697,0.09360791048236553,4829253463.986063
211485,211978,,,,22595312+8138315,,G,344.971344,81.64209699999998,141.269626077,,0.031919,-20.4242,0.09365706956758868,11632685855.85925
211486,211979,,,,23005482+8227322,,G,345.228455,82.458961,207.938625772,,0.046368,-19.1497,0.093657202480922,3596499464.726674
211487,211980,,,,22584496+8318502,,G,344.6873470000001,83.31397199999998,258.074195368,,0.057199,-20.3697,0.0936576113352033,11063180547.66242
211490,211983,,,,23024388+8237200,,G,345.682861,82.62222299999998,129.652665331,,0.029489,-18.9489,0.09365796391870858,2989234596.454452
211491,211984,,,,23002846+8258453,,G,345.118622,82.979256,103.64040723299999,,0.023343,-18.5066,0.0936580374256834,1989023892.6080198
211492,211985,,,,23183680+8143469,,G,349.653351,81.729698,155.768352635,,0.034998,-20.6894,0.09365858626921453,14851147107.574871
214889,215382,,,,23123927+8351220,,G,348.1636660000001,83.856117,91.8320029991,,0.020266,-19.046,0.09481597005498332,3268887692.47272
215029,215522,,,,23192996+8003155,,G,349.8748470000001,80.05430600000003,226.446372012,,0.050372,-20.1088,0.0948637125723195,8700014971.923162
231166,231659,,,,22422756+8547013,,G,340.614838,85.783714,243.01922279599998,,0.053976,-20.6772,0.10035515771756287,14685204543.830538
231168,231661,,,,22454152+8437025,,G,341.423035,84.617363,252.00031801,,0.055902,-20.121,0.10035569757931,8798324994.418663
231169,231662,,,,22444149+8546140,,G,341.172882,85.770576,259.47418410299997,,0.05751000000000001,-20.4705,0.10035614620955607,12139477653.65836
231170,231663,,,,22465553+8629058,,G,341.731415,86.484955,159.255488064,,0.035756,-20.1025,0.10035646586974352,8649679187.756956
231171,231664,,,,22534044+8639084,,G,343.418518,86.652351,163.385408222,,0.036654,-18.7391,0.10035655692993303,2463996008.690162
231172,231665,,,,22581291+8447478,,G,344.553802,84.796638,256.35766889,,0.056837,-20.2032,0.1003569076564076,9490301284.375988
231173,231666,,,,22595902+8831466,,G,344.995941,88.529617,174.338900118,,0.039048,-19.913,0.10035717612194876,7264404185.924766
231174,231667,,,,23133634+8701195,,G,348.4014279999999,87.022095,258.181507287,,0.057238,-18.9556,0.10035728727683277,3007737980.880489
232008,232501,,,,22534338+8144284,,G,343.4307560000001,81.741226,172.438702353,,0.038622,-21.2272,0.10068108257750352,24371373193.98367
232009,232502,,,,23093092+8301164,,G,347.378845,83.021248,248.513851123,,0.055144000000000006,-19.3018,0.10068123547787823,4137328453.902908
266100,266593,,,,23151489+8002511,,G,348.812042,80.047546,178.680014822,,0.039976,-19.5834,0.11172436194564653,5362409799.068486
266101,266594,,,,23165107+8333142,,G,349.21283,83.553947,235.19272631400003,,0.052277,-20.7751,0.11172495586646652,16070892645.879368
337643,342801,,,2784442,,,G,343.458,81.06260999999998,116.72314206799999,,0.0263821031911,-19.0158,0.11916442561886682,3179215740.5676804
338624,344266,,,3085884,,,G,344.996,88.52960999999998,170.98932417700001,,0.038314519157300005,-18.5048,0.11928731815116285,1985729098.8475356
407512,425993,,,,23014951+8206450,,G,345.456329,82.112503,272.831120141,,0.060813,-20.0355,0.1332689473280685,8132049246.541558
409610,428091,,,,22470787+8450298,,G,341.782806,84.841614,280.379200051,,0.06242200000000001,-20.0987,0.13421632938403155,8619458837.16902
409611,428092,,,,22523101+8552228,,G,343.129242,85.873009,270.26884535799996,,0.060266,-20.817,0.13421694667304834,16703212258.1504
409670,428151,,,,22545994+8053331,,G,343.749756,80.89254,278.059996388,,0.061928,-19.5547,0.13424591252557047,5222518655.37771
409672,428153,,,,23065819+8031014,,G,346.742462,80.517067,256.189794752,,0.057253,-20.3338,0.13424679818643429,10703356725.557222
409673,428154,,,,23081614+8137471,,G,347.067261,81.62975300000002,276.014390255,,0.061492,-20.2767,0.13424717347778015,10155001689.618496
681326,701957,,,214913,23092212+8646248,,G,347.342194,86.77356,574.5156261980001,,0.122626,-20.6645,0.3270529148321438,14514430494.302591
814797,835428,,,2782335,22513845+8011070,,G,342.910217,80.185287,382.61564383800004,,0.083879,-21.5728,0.427645213072936,33505800631.709007
814817,835448,,,2782475,22510071+8013399,,G,342.752991,80.22776800000003,356.43863297300004,,0.078443,-21.5019,0.4276623041287477,31387736640.861286
814826,835457,,,2782583,22500599+8016109,,G,342.524994,80.269707,371.57993950300005,,0.081592,-20.6873,0.4276690477579552,14822450203.734928
814920,835551,,,2783496,22543646+8036589,,G,343.651947,80.616386,457.645291279,,0.099252,-20.8486,0.4277390606389089,17196497464.33875
814952,835583,,,2783885,22512876+8047159,,G,342.869843,80.787758,345.84491568199996,,0.07623200000000001,-21.1104,0.4277625437140962,21885677736.070667
814989,835620,,,2784243,22555961+8057540,,G,343.998413,80.965019,480.658681335,,0.103908,-21.4152,0.4277904372366988,28978773472.732346
815028,835659,,,2784608,22580756+8109060,,G,344.531525,81.15168,362.379030465,,0.07968,-21.7448,0.4278294125496239,39257261419.08272
815372,836003,,,2787705,23010216+8309057,,G,345.259003,83.151596,461.234784775,,0.09998,-21.3806,0.4281172149007608,28069844063.271896
903165,923964,,,,22423945+8008304,,G,340.664398,80.14179200000002,466.501672795,,0.101047,-20.7013,0.4914673077851256,15014815499.427084
903166,923965,,,,22425833+8140515,,G,340.743073,81.680992,477.53694199800003,,0.103278,-20.62,0.4914678226444113,13931568029.453035
903167,923966,,,,22415187+8141290,,G,340.466156,81.691399,703.92704732,,0.14777300000000002,-21.2026,0.4914687031427679,23825388991.95533
903172,923971,,,,22522526+8016223,,G,343.105286,80.272873,485.494756172,,0.104883,-20.8519,0.49147083987728,17248844222.0319
903173,923972,,,,22524344+8101423,,G,343.181,81.028435,477.779656364,,0.103327,-21.2481,0.4914717580588047,24845057145.919308
903174,923973,,,,22531579+8053432,,G,343.315826,80.895348,895.8734145389999,,0.183819,-21.3052,0.4914727258207705,26186653397.752453
903175,923974,,,,22523972+8144473,,G,343.165527,81.74649000000002,331.401170949,,0.07320700000000001,-21.0328,0.4914734788443054,20376050110.008854
903176,923975,,,,22531146+8249212,,G,343.29776,82.82257800000002,491.94199810599997,,0.106181,-20.4726,0.4914739283431189,12162980206.752209
917291,938130,,,,22500945+8026569,,G,342.539398,80.449158,470.470045239,,0.10185,-20.8727,0.5017520480659551,17582474652.82235
917292,938131,,,,22503754+8239470,,G,342.656433,82.663063,610.037722255,,0.129602,-21.0528,0.5017528150892427,20754869164.61412
917293,938132,,,,22502963+8245310,,G,342.6234740000001,82.75862099999998,342.788991926,,0.075593,-20.7461,0.5017533933564301,15647321285.588675
917294,938133,,,,22505942+8248529,,G,342.7476200000001,82.81472,537.934400272,,0.115381,-21.0426,0.5017541532076234,20560799592.260773
917301,938140,,,,22560600+8008183,,G,344.0250240000001,80.13844300000002,351.09239273699995,,0.077328,-21.1781,0.5017581968941802,23293781639.916363
917302,938141,,,,22563643+8007418,,G,344.151794,80.128281,507.09725608,,0.109224,-20.5235,0.5017586679675456,12746765610.253172
917303,938142,,,,22563659+8006008,,G,344.152496,80.100227,619.296869011,,0.131411,-20.9275,0.5017593513889079,18492686189.780758
917304,938143,,,,22580299+8055420,,G,344.512482,80.928352,380.32087043900003,,0.08340399999999999,-20.5148,0.5017598187026473,12645033958.826284
917305,938144,,,,22563588+8103318,,G,344.1495060000001,81.058838,378.172316327,,0.082959,-20.6234,0.50176033517675,13975263334.391209
917306,938145,,,,22571114+8101380,,G,344.296417,81.027245,421.823494835,,0.09195,-20.3687,0.5017607436546359,11052995672.846512
917307,938146,,,,22550403+8311466,,G,343.766815,83.196297,549.8306580230001,,0.117744,-20.9931,0.5017614696411441,19644455696.71272
917711,938555,,,,22412333+8002399,,G,340.347229,80.044441,375.88028947699996,,0.082484,-20.8832,0.5020439026720784,17753337119.372715
917712,938556,,,,22410855+8047120,,G,340.2856450000001,80.78666700000002,522.3492115509999,,0.112275,-21.4258,0.5020449841273197,29263077669.16454
