,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity
489,963,72638.0,NGC7771,NGC7771,23512488+2006425,,G,357.853668,20.111826,65.0147596435,,0.014244097122,-21.7651,0.00030155120518922846,39998158773.0276
1100,1574,72615.0,NGC7769,NGC7769,23510396+2009014,,G,357.766541,20.150412,63.95829473630001,,0.0140349370175,-22.4695,0.0007239227487112883,76524411781.42372
1901,2376,73163.0,NGC7798,NGC7798,23592550+2044595,,G,359.856262,20.749886,34.0203111252,,0.007240803620399998,-20.0587,0.001228926679970208,8307684595.195621
3700,4176,72639.0,PGC072639,PGC072639,23512674+2035105,,G,357.86145,20.586273,84.031696922,,0.02166,-20.3532,0.002383044255771149,10896323788.752865
9199,9678,72460.0,UGC12787,UGC12787,23481388+2112551,,G,357.057861,21.215328,98.9521704008,,0.021780370890200004,-21.4971,0.005975607211772182,31249278890.470383
9657,10136,,,UGC12804,23503654+2433226,,G,357.652283,24.556303,152.921854066,,0.028485000000000007,-21.4783,0.006279198295863412,30712841606.736538
10636,11115,72086.0,UGC12731,UGC12731,23403898+2026282,,G,355.162445,20.441193,99.94602253549999,,0.0220781510391,-20.7188,0.006912625430597029,15258786624.987488
10968,11448,72870.0,NGC7786,NGC7786,23552154+2135168,,G,358.839752,21.588026,65.91810599109999,,0.020761,-20.363,0.007129526491451026,10995120668.793541
13251,13734,,,NGC7784,23551365+2145438,,G,358.806885,21.762192,116.857026812,,0.033154,-20.5183,0.008605060427556372,12685862504.682013
13630,14113,72635.0,NGC7770,NGC7770,23512260+2005485,,G,357.844208,20.096821,62.481653164099995,,0.014272657136299997,-19.9788,0.008838377638954788,7718270587.161943
23873,24361,,,73187,23594190+2137070,,G,359.924622,21.618624,155.41126711299998,,0.043744,-20.7524,0.01522231993063555,15738379019.628868
30565,31055,,,72789,23535496+2304080,,G,358.4790040000001,23.068895,113.502789665,,0.030286,-20.246,0.01926870508999417,9871883010.683935
34212,34702,,,1670097,23583893+2226562,,G,359.662231,22.448954,157.803169332,,0.04563,-20.5886,0.02137327994602651,13534430926.810276
35700,36191,,,72480,23483183+2436125,,G,357.132629,24.603495,163.580265622,,0.037056,-20.4367,0.022229791340430287,11767386009.646912
37264,37755,,,214979,23420587+2345569,,G,355.524475,23.765823,155.131051622,,0.041735,-20.4715,0.023128371555878574,12150663676.334206
38054,38545,,,72612,23511391+2013464,,G,357.8079830000001,20.229576,194.927688295,,0.041198,-20.8454,0.023590069057299875,17145888690.466282
39223,39716,,,1641307,23520287+2102068,,G,358.011993,21.035231,197.72996987,,0.043835,-21.1434,0.02426093366138518,22561085947.778008
42432,42925,72670.0,PGC072670,PGC072670,23515950+2122098,,G,357.997925,21.369394,78.8900862798,,0.017324000000000003,-19.3151,0.0251645585576532,4188321392.0709867
42865,43358,91817.0,PGC091817,PGC091817,23431426+2330427,,G,355.809418,23.511881,273.646579934,,0.06055,-21.294,0.025276965965555908,25917911346.159492
46653,47146,1643380.0,PGC1643380,PGC1643380,23420932+2107409,,G,355.538849,21.128044,108.598659786,,0.024456,-18.7471,0.0262865205827919,2482218453.7474113
51113,51606,72274.0,UGC12762,UGC12762,23443216+2156326,,G,356.134003,21.942413,159.097102552,,0.035443,-20.7783,0.02744213534607927,16118328400.685041
51114,51607,72288.0,UGC12764,UGC12764,23443884+2200357,,G,356.161835,22.009924,121.850734174,,0.027034,-19.9881,0.027442423038585628,7784666287.511367
83544,84037,,,72201,23431679+2300557,,G,355.819977,23.015497,160.020377466,,0.0356643178322,-20.1509,0.03987660843291548,9043988469.993229
83555,84048,,,72373,23464313+2204236,,G,356.6797180000001,22.073225,219.9410383,,0.048977,-20.9475,0.03988345311893336,18836490894.898018
83572,84065,,,72468,23481929+2405271,,G,357.080414,24.090868,95.5383610783,,0.02158,-19.6939,0.03989193388480524,5936903638.807025
83580,84073,,,72498,23484962+2242263,,G,357.206787,22.707323,126.543799004,,0.027842,-20.1882,0.039896140181493935,9360089469.23956
83600,84093,,,72633,23512057+2439286,,G,357.835724,24.657951,155.384148376,,0.034631,-20.551,0.039909819301606905,13073744701.631287
83619,84112,,,72750,23531598+2457102,,G,358.31662,24.952835,175.071100778,,0.03907,-21.1081,0.03992094172553812,21839364663.213184
83654,84147,,,72934,23560837+2459304,,G,359.034912,24.991783,226.50645291,,0.050381,-19.5194,0.039941096175323834,5055452101.872817
83691,84184,,,73170,23592865+2124535,,G,359.869385,21.414885,137.658996508,,0.030632,-20.676,0.039961818539478285,14668982822.062843
84955,85448,,,85638,23411096+2216510,,G,355.295685,22.280838,259.917634894,,0.057619,-20.4332,0.040512518493600214,11729513515.039658
85050,85543,,,85920,23595945+2454271,,G,359.997711,24.907549,205.086126643,,0.045702,-20.3017,0.040546694433346936,10391542065.585821
97150,97643,,,165931,23464875+2325453,,G,356.703125,23.429268,215.120022854,,0.047919,-20.4694,0.0469765608979594,12127184922.498812
125673,126166,,,1631111,23523433+2034443,,G,358.1430660000001,20.578987,254.511513505,,0.056459,-19.5895,0.06043440423940155,5392622258.915728
125886,126379,,,1673372,23480705+2237441,,G,357.029388,22.628941,251.441494646,,0.055790999999999986,-19.8552,0.06050621619187595,6887791624.696644
125908,126401,,,1676736,23513498+2249266,,G,357.895782,22.824059,156.405784825,,0.034842000000000005,-18.9313,0.06051371158006301,2941169136.472803
125921,126414,,,1681153,23544527+2305006,,G,358.68866,23.083511,249.75627456900003,,0.05542,-20.1096,0.06051787988222961,8706427742.115536
125936,126429,,,1683964,23510810+2314364,,G,357.783783,23.243467000000006,97.86996295629999,,0.0219181309591,-17.4732,0.060520397909635926,767856385.1155938
126040,126533,,,1702046,23452863+2412173,,G,356.369293,24.204832,233.97888486099998,,0.052016,-20.5729,0.06055031253859234,13340128101.24277
126106,126599,,,1716182,23410861+2446494,,G,355.285889,24.780407,256.525551392,,0.056879,-21.1957,0.060572069714045836,23674455541.10421
137329,137822,,,IC5346,23410632+2456594,,G,355.276367,24.949846,187.88703843099998,,0.041935,-21.0265,0.06542079670456218,20258160145.01363
137331,137824,,,IC5347,23413667+2453091,,G,355.402802,24.885864,139.929193073,,0.031022000000000008,-20.5485,0.06542195947069719,13043675923.217377
137333,137826,,,UGC12740,23415334+2348539,,G,355.47226,23.814991,165.597528231,,0.036944,-20.4763,0.06542313970711064,12204500232.508041
137399,137892,,,UGC12866,23575309+2221216,,G,359.471222,22.356005,118.97766667200001,,0.026573000000000003,-19.7683,0.06546227437865478,6357992334.897507
140231,140724,,,72072,23402241+2456191,,G,355.093384,24.93866,196.35599638099998,,0.043806,-20.6422,0.06683367336137276,14219358374.45815
140255,140748,,,72714,23523725+2130543,,G,358.1552430000001,21.5151,267.717853847,,0.059286,-21.2314,0.06684565809175877,24465832606.72288
140272,140765,,,73109,23584247+2108422,,G,359.676971,21.145081,146.925694053,,0.032674,-20.0215,0.06685299353010173,8027863879.89787
