,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity
1169,1643,21382.0,NGC2418,NGC2418,07363752+1753023,,G,114.156342,17.883976,72.9660916357,,0.0137,-21.5026,0.0007655845053580107,31407979587.372837
2085,2560,,,UGC03840,07252090+1910387,,G,111.337112,19.177435,126.234878998,,0.018398,-21.8859,0.0013646250121091392,44705401537.03363
3316,3791,21315.0,NGC2411,NGC2411,07343635+1816534,,G,113.651474,18.281517,73.3046546892,,0.016708,-20.4907,0.002131475541576091,12367445351.30198
4393,4869,,,UGC03842,07253739+1907403,,G,111.405792,19.127863,122.172617387,,0.026351,-21.3019,0.0028630475966356468,26107182194.780155
6446,6922,,,NGC2407,07315666+1819591,,G,112.98611499999998,18.333107,122.74493929100001,,0.024024,-21.037,0.004224004995085054,20455024311.093563
7387,7866,,,21411,07372079+1938139,,G,114.336647,19.637213,122.79860005200001,,0.02291,-20.941,0.004839322735593344,18724058959.867958
7731,8210,20835.0,UGC03820,UGC03820,07222006+1717126,,G,110.583595,17.286856,36.601707885399996,,0.020579,-18.7705,0.005045748997248199,2536296369.23774
9396,9875,,,UGC03903,07330945+1911580,,G,113.289375,19.199461,118.11137135799999,,0.026243,-20.6695,0.006107581878402749,14581426061.474718
9543,10022,,,NGC2406,07314774+1817161,,G,112.948952,18.287832,121.278582445,,0.036496,-20.7959,0.0061994624218044934,16381738912.888056
10213,10692,,,UGC03805,07200083+1756445,,G,110.003494,17.945721,121.26070445799999,,0.027332,-21.3426,0.006634160203005272,27104412612.60554
10214,10693,,,UGC03920,07351874+1902455,,G,113.828102,19.045998,124.198589599,,0.023238,-21.3996,0.006635215873904267,28565379620.17588
10303,10782,,,21477,07384178+1642319,,G,114.67411,16.708864000000002,128.18742652,,0.027836,-21.1722,0.006692304504290665,23167544186.18706
10464,10943,,,UGC03939,07371950+1958339,,G,114.331253,19.976101,122.874621103,,0.022345,-21.2233,0.006795559858019735,24283987463.59037
12605,13087,,,UGC03823,07224764+1855392,,G,110.698509,18.927565,124.959240099,,0.025164,-20.9678,0.00819130735070947,19191989616.845367
14468,14952,21198.0,PGC021198,PGC021198,07311228+1814387,,G,112.801193,18.244087,72.88255623170002,,0.023399,-19.5131,0.009360450820219331,5026202710.155252
14795,15279,,,20786,07213290+1514432,,G,110.3871,15.245342,121.40373132799999,,0.032085,-20.5312,0.009559401642460778,12837486503.010874
15906,16390,,,21204,07312264+1854217,,G,112.844353,18.906044,120.916573954,,0.030523,-20.0674,0.010282051543288205,8374521463.815736
18784,19269,21079.0,PGC021079,PGC021079,07282478+1824152,,G,112.103264,18.404249,73.766395786,,0.030606,-19.3783,0.012090730283122662,4439356273.099728
18948,19433,,,1545812,07213678+1756216,,G,110.403259,17.939352,274.166888754,,0.043288,-22.0841,0.012207878306093621,53658681871.637566
19653,20138,,,21044,07272212+1938246,,G,111.842194,19.640173,146.840054794,,0.020916,-21.6762,0.012637716278114232,36853606974.84783
19848,20333,20830.0,PGC020830,PGC020830,07221123+1853267,,G,110.546799,18.890766,73.8367628382,,0.026521,-19.0894,0.012754550826490584,3402201251.52389
21209,21694,20822.0,PGC020822,PGC020822,07220561+1725147,,G,110.523376,17.420755,69.43773757310001,,0.024618,-19.393,0.013595080986152927,4499870338.721524
22512,22998,,,1545663,07384120+1756029,,G,114.671677,17.934143,224.55669524700002,,0.049734,-21.2416,0.014376906888292119,24696761061.131844
22828,23314,,,,07272382+1937296,,G,111.849266,19.624893,145.375542321,,0.026724,-18.7875,0.014577082394911546,2576321157.0025835
26044,26532,,,21297,07340705+1841503,,G,113.529404,18.697317,223.157464598,,0.04921,-21.4371,0.016528269301925087,29569228952.046867
26680,27168,,,21247,07324447+1836179,,G,113.185295,18.604992000000006,123.008780584,,0.041644,-19.9977,0.016929689051998126,7853802936.825952
27813,28301,,,,07344855+1836403,,G,113.702309,18.611217,223.69769085099998,,0.051858,-21.2953,0.01762553367173281,25948962594.04608
29165,29655,,,,07390433+1804252,,G,114.768051,18.073668,233.82602800200002,,0.047736,-21.3965,0.018444150619674304,28483935915.323574
30609,31099,,,1581089,07294613+1907030,,G,112.442245,19.117508,221.809595863,,0.039956,-21.3049,0.0192969477293281,26179418757.571026
32833,33323,,,3090185,07261312+1844348,,G,111.554695,18.743017,122.96406009200001,,0.027454000000000003,-19.7929,0.020591823680813758,6503692510.984623
32914,33404,,,,07311466+1650364,,G,112.811104,16.843464,181.23559887,,0.028172000000000006,-21.0452,0.02063646518603897,20610095302.90596
34541,35031,,,1541483,07372307+1746505,,G,114.34613799999998,17.780722,232.20525366299998,,0.044875,-20.9264,0.021570652359961175,18473960044.7
34585,35075,,,21412,07371753+1943329,,G,114.323051,19.725821,123.12058472,,0.036546,-19.8777,0.021591212415153663,7032018425.203878
37521,38012,,,1598154,07372773+1935269,,G,114.365547,19.590828,125.40677125399999,,0.0355,-20.0666,0.02327933717948815,8368353161.130758
37738,38229,21367.0,PGC021367,PGC021367,07355674+1802569,,G,113.986443,18.049152,72.5088749179,,0.024168,-19.818,0.023412636774547784,6655795963.672291
38755,39247,,,1541581,07355668+1747037,,G,113.986206,17.784376,233.28413787099998,,0.045029,-21.0734,0.02399160545230241,21152417019.626
40111,40604,21245.0,PGC021245,PGC021245,07324445+1653502,,G,113.185249,16.897297000000002,67.4579608412,,0.015152,-18.6602,0.024537426597354133,2291289685.0537724
40123,40616,21504.0,PGC021504,PGC021504,07392919+1810448,,G,114.871651,18.179132,111.657782349,,0.025037,-20.3644,0.02454032272290229,11009307445.91173
49233,49726,21495.0,UGC03952,UGC03952,07391001+1929504,,G,114.79174,19.497341,148.75624009700002,,0.0333,-20.7654,0.026914101223585,15927954264.913437
80564,81057,,,21084,07283705+1708547,,G,112.154411,17.148531,121.917790335,,0.027799,-20.1923,0.038326504130428964,9395502230.761591
80575,81068,,,21180,07304782+1820079,,G,112.699265,18.335537,155.225960479,,0.034865,-20.6878,0.03833184714256452,14829277766.29472
80582,81075,,,21227,07320671+1819301,,G,113.02796200000002,18.325039,173.02045910400003,,0.038905,-20.9495,0.038335828632162026,18871220971.17104
80599,81092,,,21377,07362772+1716443,,G,114.11554,17.278978,189.06092453,,0.042652701326400005,-21.083,0.03834734232492304,21340274428.489773
80617,81110,,,21521,07395942+1714121,,G,114.997604,17.236717000000002,201.383016878,,0.045418,-21.1551,0.03835822297744449,22805521089.39309
125284,125777,,,1517259,07384797+1647549,,G,114.699905,16.798594,190.692293494,,0.043039,-20.0827,0.060324522221361525,8493369142.687017
125326,125819,,,1525627,07284250+1708317,,G,112.17708600000002,17.142139,184.26761994400002,,0.0415254207627,-18.6172,0.06033742756887954,2202317856.0633125
125344,125837,,,1530344,07370935+1720098,,G,114.288994,17.336060999999994,188.19759654799998,,0.0424628612314,-19.5731,0.06034271369131752,5311779028.949182
125405,125898,,,1551068,07301397+1807595,,G,112.558235,18.133211,279.022228713,,0.06275399999999999,-20.4112,0.06036191796041219,11494233093.014452
125416,125909,,,1554537,07392624+1815358,,G,114.85936,18.259964,244.821877492,,0.055002,-19.6403,0.060364644843326265,5650930942.348063
125468,125961,,,1570198,07392996+1847048,,G,114.874847,18.784689,246.193104466,,0.055294,-19.9214,0.06037869885646136,7320824571.427228
125481,125974,,,1573564,07364257+1853137,,G,114.177376,18.887157,277.712720299,,0.06242200000000001,-20.222,0.06038173134792805,9656060985.415537
129352,129845,,,2802429,07343511+1722071,,G,113.646332,17.368662,164.763266017,,0.036964,-20.0883,0.061634261097744315,8537289330.483489
138981,139474,,,20910,07234682+1533299,,G,110.945107,15.558323,241.166478236,,0.05431,-21.2756,0.06620229458211065,25482380719.5384
138998,139491,,,21188,07305613+1946009,,G,112.733887,19.766928,154.394477069,,0.03466,-20.3642,0.0662096289656202,11007279643.30824
139001,139494,,,21223,07320578+1748532,,G,113.024086,17.814798,114.247354871,,0.025741000000000003,-20.0522,0.06621124173509528,8258097383.869
139006,139499,,,21270,07331768+1817245,,G,113.323692,18.290155,210.402708876,,0.047372,-21.5603,0.06621420097712254,33122262903.434288
139027,139520,,,21468,07382735+1651188,,G,114.613983,16.855228,144.204435269,,0.032432,-20.5489,0.06622324722022806,13048482276.324131
145756,146249,,,213399,07320017+1818271,,G,113.00074,18.307547,162.243698083,,0.036413,-20.1128,0.06934047023428419,8732126126.188374
165880,166373,,,1473163,07280078+1501169,,G,112.00325,15.021370999999998,166.332226222,,0.037428,-18.8689,0.07708549767450583,2776898462.305873
165895,166388,,,1474587,07270030+1504354,,G,111.751274,15.076505,185.964992801,,0.041915,-19.6232,0.07709027575119222,5562627775.509279
165898,166391,,,1474841,07320750+1505052,,G,113.031273,15.084797,229.993023056,,0.051625,-20.4766,0.07709106994301419,12207872926.47783
165900,166393,,,1474909,07333210+1505166,,G,113.383766,15.087966,209.322143298,,0.047153,-20.3311,0.07709204689990466,10676772772.82376
165901,166394,,,1474972,07283215+1505247,,G,112.133965,15.090197,223.776192668,,0.050269,-19.7511,0.07709227817483019,6258063995.996286
165912,166405,,,1475631,07383272+1506548,,G,114.636345,15.115238,229.58591212,,0.051567,-20.0597,0.07709566894168426,8315339780.279931
165940,166433,,,1478393,07242584+1512466,,G,111.107704,15.212947,133.823736415,,0.030368,-18.6567,0.07710505288660525,2283915332.230664
165946,166439,,,1478981,07204189+1513591,,G,110.174583,15.233102,251.949088662,,0.056798,-20.7376,0.07710738204503935,15525299966.702738
165947,166440,,,1478994,07320384+1513582,,G,113.016037,15.232854,163.149782985,,0.036674,-18.9339,0.07710749100038676,2948220760.222126
165950,166443,,,1479216,07314242+1514222,,G,112.926773,15.239504,187.96467512,,0.042381,-20.3154,0.07710831946750303,10523495022.992916
165951,166444,,,1479220,07281922+1514229,,G,112.080109,15.239695,272.643685644,,0.061266,-21.087,0.07710911103608761,21419039907.22123
165968,166461,,,1480407,07300008+1516566,,G,112.500374,15.282391,246.681304154,,0.055512,-19.3337,0.0771161146324769,4260690619.2557592
166000,166493,,,1482658,07262695+1521512,,G,111.61232,15.364244,256.087209119,,0.057661,-21.1189,0.07712907242650084,22057688535.719982
166005,166498,,,1483109,07392890+1522507,,G,114.870438,15.38075,189.47211533,,0.042762,-19.8567,0.07713164757970897,6897314036.822514
166010,166503,,,1483555,07275221+1523488,,G,111.967545,15.396893,222.94970896599997,,0.050086,-20.525,0.0771337409165331,12764388088.113487
166012,166505,,,1483711,07222543+1524126,,G,110.60598799999998,15.403514,202.314129905,,0.045551,-20.4571,0.07713504871021082,11990574726.682392
166026,166519,,,1484817,07343082+1526421,,G,113.628441,15.445053,274.42004060700003,,0.061557000000000014,-19.9451,0.07714014693865891,7482384126.421844
166032,166525,,,1485447,07265848+1528024,,G,111.743668,15.467335999999998,251.981689065,,0.05673200000000001,-20.4868,0.07714223246533419,12323100773.894636
166033,166526,,,1485517,07375728+1528126,,G,114.48868600000002,15.470168,215.368734557,,0.0485,-19.5739,0.07714242891375854,5315694334.65096
166041,166534,,,1486435,07285047+1530226,,G,112.21032,15.5063,106.156295418,,0.023552,-18.4367,0.07714546051309361,1865004997.9751503
166042,166535,,,1486494,07284674+1530296,,G,112.194756,15.508248000000002,236.95405062900002,,0.053343,-19.7963,0.0771457016193888,6524090848.550848
166069,166562,,,1489269,07273783+1537158,,G,111.907661,15.621078,216.916700691,,0.048774,-19.8495,0.07715655208398862,6851726201.349503
166082,166575,,,1490235,07271342+1539324,,G,111.805923,15.659013,276.807152251,,0.062203,-21.1739,0.07716133277728142,23203847364.245018
166107,166600,,,1493247,07333175+1546596,,G,113.382324,15.783243,177.286930657,,0.039919,-19.4494,0.07716986755206298,4739799818.549533
166116,166609,,,1494021,07251671+1549043,,G,111.319649,15.817885,254.502192057,,0.057328,-20.0085,0.07717272553902704,7932315874.24496
166122,166615,,,1494649,07280582+1550399,,G,112.024284,15.844426,224.67678904299999,,0.050458,-20.5498,0.07717563045070477,13059303047.218023
166137,166630,,,1495463,07264228+1552470,,G,111.67618600000002,15.879731,236.10108195599997,,0.053157,-20.1065,0.07718248864617065,8681604556.119967
166183,166676,,,1499363,07325412+1602372,,G,113.22554,16.043676,250.12397134900002,,0.056254999999999986,-20.1348,0.07719979313253725,8910867787.639065
166188,166681,,,1499620,07310810+1603144,,G,112.783783,16.054022,176.46775660900002,,0.039732,-19.5713,0.07720133328389245,5302980131.929086
166192,166685,,,1499976,07313282+1604103,,G,112.88678,16.069534,136.86819623899999,,0.03102,-18.6945,0.07720279019150242,2364830402.0392303
166222,166715,,,1502033,07343576+1609131,,G,113.649025,16.153662,185.682034328,,0.04187,-20.2588,0.07721476461912477,9988953697.09073
166235,166728,,,1503265,07223471+1612176,,G,110.644638,16.204897,116.428616714,,0.02635,-19.0113,0.07721985671302076,3166066262.81466
166249,166742,,,1504026,07313500+1614123,,G,112.895874,16.23675,237.148780764,,0.053369000000000014,-19.9331,0.07722487722360916,7400141089.922749
166275,166768,,,1505703,07350568+1618305,,G,113.773682,16.308477,193.93465716,,0.043742,-19.5413,0.07723667792242807,5158459201.078417
166286,166779,,,1506498,07350304+1620365,,G,113.76268799999998,16.343477,213.49465312799998,,0.048068,-19.4019,0.07724033013294251,4536908285.439991
166307,166800,,,1507721,07343793+1623321,,G,113.658043,16.392273,219.724262445,,0.049416,-20.9414,0.07725066337927214,18730958428.96583
166337,166830,,,1510308,07385601+1630102,,G,114.733383,16.502834,238.066948247,,0.053537,-20.2755,0.07726187134006644,10143784167.147688
166378,166871,,,1513270,07385413+1637482,,G,114.725548,16.630056,171.975192053,,0.038611,-19.4733,0.07728001831237935,4845292504.327847
166392,166885,,,1514121,07302774+1640025,,G,112.615593,16.667376,237.450171369,,0.053438,-20.4339,0.07728619599646881,11737078250.19115
166404,166897,,,1514707,07382856+1641288,,G,114.619011,16.691341,274.284086356,,0.061505,-20.52,0.07729271796848462,12705741052.085394
166418,166911,,,1516093,07374324+1644595,,G,114.430183,16.749865,261.430473223,,0.058698,-19.9468,0.07729803474581365,7494108904.890195
166422,166915,,,1516525,07270777+1646044,,G,111.782402,16.7679,224.810744999,,0.050476,-19.9641,0.07730020977053874,7614475611.386898
166424,166917,,,1516589,07271007+1646134,,G,111.791977,16.770401,218.682094159,,0.04915,-20.1581,0.07730094058283776,9104162482.537493
166428,166921,,,1516910,07232177+1647019,,G,110.840744,16.783867,235.336378227,,0.052984,-20.5984,0.07730260389139644,13657147503.02611
166443,166936,,,1518106,07305460+1649562,,G,112.727501,16.832291,156.18877190700002,,0.035099,-18.9832,0.07730973125639523,3085176395.911297
166445,166938,,,1518266,07370046+1650208,,G,114.251945,16.839126999999998,201.341742237,,0.045399,-20.5547,0.07731025566241946,13118373748.748884
166468,166961,,,1520448,07332340+1655439,,G,113.347504,16.928862,247.974215262,,0.055770000000000014,-21.286,0.07731953876269203,25727642953.467747
166475,166968,,,1521117,07331252+1657249,,G,113.302208,16.956932000000002,231.23779885,,0.051887,-19.3113,0.07732270532317052,4173688185.671519
166484,166977,,,1521943,07252323+1659293,,G,111.346794,16.991497,213.669583119,,0.048049,-20.8247,0.07732602624585141,16822091852.732702
166489,166982,,,1522263,07253801+1700193,,G,111.408409,17.005375,280.999171603,,0.06323200000000001,-19.5475,0.07732737011210138,5188000389.289631
166547,167040,,,1527992,07394820+1714206,,G,114.950874,17.239073,212.256601958,,0.047827,-19.9993,0.07735075418791522,7865385260.623466
166552,167045,,,86609,07395600+1715101,,G,114.983353,17.252827,246.59295797400003,,0.055407000000000005,-21.3669,0.07735363492822638,27717879347.175842
166582,167075,,,1529901,07234850+1719019,,G,110.952095,17.317211,263.070145158,,0.059252,-20.0454,0.07736517697694828,8206538286.871584
166586,167079,,,1530773,07223820+1721166,,G,110.659172,17.354618,201.03449209099998,,0.045259,-20.5554,0.07736683137278393,13126834203.89908
166589,167082,,,1530945,07234375+1721439,,G,110.932327,17.362217,239.96901176900002,,0.054027,-20.7568,0.0773685193716335,15802288995.517263
166592,167085,,,1531132,07303399+1722113,,G,112.641655,17.369816,277.562557751,,0.06236000000000001,-20.6368,0.07736980655851383,14148812781.618238
166596,167089,,,1531337,07252893+1722443,,G,111.370583,17.378984,168.37849900700002,,0.037878,-19.3974,0.07737135432005175,4518143288.209518
166630,167123,,,1534685,07251693+1731023,,G,111.32058,17.517329999999998,149.410270549,,0.033634,-19.6199,0.07738520990336185,5545746323.943415
166676,167169,,,1540064,07383631+1743408,,G,114.651329,17.728023999999994,260.291112285,,0.05843300000000001,-20.4813,0.07740384904499957,12260833646.033941
166692,167185,,,1541735,07364179+1747233,,G,114.174126,17.789806,206.52354518200002,,0.046544,-19.3288,0.07741033613307739,4241505163.1385775
166706,167199,,,1542984,07201572+1750039,,G,110.065536,17.834444,117.624748287,,0.026716000000000004,-19.5265,0.07741525694184494,5088619759.560793
166707,167200,,,1543115,07245456+1750173,,G,111.227356,17.838139,255.667573153,,0.057631,-20.4964,0.07741571640273526,12432543859.212273
166709,167202,,,1543539,07205734+1751087,,G,110.238945,17.852427,247.606754438,,0.055817,-20.1008,0.07741653523887236,8636146481.789394
166721,167214,,,1544364,07303639+1753043,,G,112.651627,17.884536999999995,191.611162552,,0.043192,-19.9991,0.07742174047602073,7863936536.551829
166735,167228,,,1545724,07391329+1756091,,G,114.805405,17.935883,194.373932475,,0.043855,-20.0352,0.07742755823841806,8129802588.69862
166737,167230,,,1545861,07384211+1756289,,G,114.675468,17.941366,262.60759318,,0.058942,-19.8415,0.07742820496841261,6801426356.038554
166746,167239,,,1546329,07213285+1757306,,G,110.386909,17.958519,279.280434529,,0.062939,-19.7812,0.07743211585569319,6433984347.171481
166748,167241,,,1546437,07244581+1757466,,G,111.190895,17.96295,273.98406852,,0.06156900000000001,-20.4476,0.07743330220514119,11886116975.787066
166760,167253,,,1546973,07352483+1758575,,G,113.853462,17.982662,264.696586671,,0.059442,-20.3467,0.0774379669520006,10831285413.233812
166762,167255,,,1547141,07201807+1759185,,G,110.075325,17.988498999999994,187.71807100599997,,0.042281,-20.1415,0.07743872919532006,8966026125.64303
166764,167257,,,1547219,07311602+1759277,,G,112.81678,17.991035,240.40988919900002,,0.054078,-20.8618,0.07743975978885036,17406842509.295906
166773,167266,,,1547733,07204191+1800393,,G,110.174652,18.010921,200.241280327,,0.045071,-20.7768,0.07744352648722758,16096075482.376259
166776,167269,,,1548115,07212215+1801327,,G,110.3423,18.025759,274.86075707099997,,0.061776,-20.1216,0.07744464840859018,8803188472.197607
166780,167273,,,1548466,07310711+1802176,,G,112.779655,18.038242,250.286887879,,0.056301,-19.5102,0.07744709987462461,5012795642.312098
166788,167281,,,1549218,07314298+1803581,,G,112.929085,18.066164,213.37957273700002,,0.048013,-20.1358,0.0774505535546765,8919078780.894112
166803,167296,,,1550267,07303186+1806124,,G,112.632759,18.103466,253.020410457,,0.056922,-20.8958,0.07745688707293731,17960565227.519627
166805,167298,,,1550467,07371575+1806389,,G,114.315651,18.110819,272.04396440799997,,0.06107000000000001,-20.3052,0.07745797822213274,10425094490.444344
166810,167303,,,1550690,07323388+1807090,,G,113.141197,18.119171,173.043186163,,0.038908,-19.6698,0.07745966717534739,5806574466.147715
