,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity
24218,24706,,,216573,13332317-8632151,,G,203.346573,-86.537529,181.317630416,,0.055464,-20.9432,0.015434098996053143,18762037514.7259
25448,25936,,,226927,13470601-8046481,,G,206.775055,-80.780052,182.78088327,,0.032245,-21.8877,0.016176066348713818,44779578361.11768
50212,50705,47832.0,ESO008-001,ESO008-001,13343069-8307484,,G,203.627899,-83.130127,71.1815999641,,0.016008518004299997,-21.2618,0.027171732422656143,25160542446.047253
97093,97586,,,165617,13305195-8633277,,G,202.716492,-86.557709,198.74708905900002,,0.045314,-20.9805,0.04694775883702675,19417798944.09754
101053,101546,,,217625,13481981-8543008,,G,207.08255,-85.716911,151.12494042,,0.03459,-20.4727,0.049005772243744986,12164100510.219671
101300,101793,,,227382,13350669-8034094,,G,203.777893,-80.569283,244.333949528,,0.055133,-21.1039,0.04915234067236102,21755045703.22333
129538,130031,,,2816874,13291648-8335101,,G,202.318695,-83.586143,149.929083136,,0.034261,-20.0834,0.06172802086952363,8498846785.730432
133547,134040,,,6dFJ1322306-803908,13223090-8039079,,G,200.628754,-80.652199,67.2253940049,,0.014993,-19.0547,0.06340351659637253,3295186502.295381
141794,142287,,,92398,13264089-8639470,,G,201.670395,-86.663071,257.999545611,,0.058027,-20.6771,0.06753858257008792,14683852048.793375
145934,146427,,,216459,13322640-8637203,,G,203.110016,-86.62230699999998,166.318619134,,0.038216,-20.3027,0.06941482892873986,10401117438.472486
145938,146431,,,216604,13391129-8630498,,G,204.797058,-86.513847,245.161145641,,0.055279,-20.9123,0.06941730456159369,18235597592.57655
145947,146440,,,216692,13431290-8626228,,G,205.803757,-86.43969,155.623705436,,0.035708,-20.1884,0.0694213369027973,9361813820.251808
145948,146441,,,216703,13401726-8625438,,G,205.07193,-86.428841,181.176355186,,0.041484,-20.2905,0.06942171699464057,10284898261.526506
145956,146449,,,217035,13205218-8610166,,G,200.217438,-86.17128000000002,248.07655330900002,,0.055908000000000006,-20.2119,0.06942530229807024,9566652524.344378
145957,146450,,,217112,13475626-8607117,,G,206.984436,-86.11994200000002,217.077989435,,0.049305,-20.4551,0.06942574460989485,11968507602.59703
145982,146475,,,217824,13205271-8534415,,G,200.219635,-85.57821700000002,185.42648059,,0.042422,-20.6329,0.06943645047223282,14098080952.546543
146154,146647,,,221002,13221523-8335008,,G,200.563461,-83.583572,213.112601914,,0.048541,-20.712,0.06951526797270068,15163519007.872875
146175,146668,,,221327,13220838-8324003,,G,200.534927,-83.400085,173.629601087,,0.039849,-19.9781,0.06952411640092396,7713296037.996057
146378,146871,,,226082,13360623-8109435,,G,204.02597,-81.162102,232.99238765799998,,0.052713,-21.0347,0.0696176177873431,20411738695.603577
184613,185106,,,ESO008-002,13410437-8631126,,G,205.268219,-86.52018000000002,225.244984632,,0.051024,-21.5043,0.08464397341654123,31457195398.346783
184616,185109,,,ESO008-003,13502006-8629106,,G,207.583603,-86.486305,180.994073885,,0.041441000000000006,-21.2503,0.08464620093141363,24895451099.9111
215875,216368,,,,13200206-8020526,,G,200.008621,-80.347946,210.53148112099998,,0.048021,-20.2486,0.0951647662685355,9895551423.297665
215876,216369,,,,13201540-8322077,,G,200.064194,-83.368813,118.43731907899999,,0.027953,-19.7974,0.09516500761922828,6530703998.706793
215877,216370,,,,13213391-8335386,,G,200.391312,-83.594063,211.557242513,,0.048227,-20.4741,0.09516545773947664,12179795597.884571
216246,216739,,,,13291977-8041080,,G,202.332413,-80.68557,230.55751001,,0.052198,-19.8209,0.09529996915640107,6673597349.246825
216247,216740,,,,13280287-8240291,,G,202.011978,-82.674767,113.97536641,,0.027078,-18.2921,0.09530002948573768,1632450420.1352367
240197,240690,,,,13205347-8620445,,G,200.222809,-86.345718,269.149918303,,0.060411,-20.869,0.10346148077742323,17522658618.857113
240198,240691,,,,13304523-8621497,,G,202.688477,-86.363823,258.022873482,,0.058033,-19.7553,0.10346171294873216,6282319217.285618
240199,240692,,,,13324568-8634091,,G,203.190353,-86.569199,182.76264543099998,,0.041825,-20.5454,0.1034621936204282,13006486664.534245
240200,240693,,,,13535023-8408029,,G,208.45932,-84.134148,227.222886661,,0.051469000000000015,-19.9913,0.10346248216210402,7807643948.391457
240201,240694,,,,13523122-8415427,,G,208.130096,-84.261871,196.51626296400002,,0.044873,-19.748,0.10346271277763393,6240221421.389785
246170,246663,,,,13243115-8009311,,G,201.129822,-80.15864599999998,171.893403218,,0.039497,-19.3873,0.10551070591614116,4476308399.334219
246171,246664,,,,13434299-8004191,,G,205.929153,-80.071976,255.476422993,,0.057514,-20.2608,0.10551107575160168,10007370987.536266
246172,246665,,,,13464959-8251322,,G,206.70665,-82.858963,205.66928328400002,,0.046978,-19.4278,0.10551124746672644,4646436432.704182
246173,246666,,,,13480025-8302137,,G,207.001053,-83.03714000000002,273.36536491,,0.061367999999999985,-19.8897,0.10551151023235122,7110170252.4432125
