,Unnamed: 0,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,flag,RA,dec,Luminosity Distance,Distance Error,Redshift,Absolute B Magnitude,Luminosity_Rank,B Luminosity
19332,19817,,,32386,10491962+8009193,,G,162.331772,80.15538000000002,138.485961646,,0.029035,-20.666,0.012442431028673272,14534496779.183144
21842,22328,,,2785220,11125484+8129245,,G,168.228531,81.490166,196.227788882,,0.037082,-20.8428,0.013977503516864392,17104878750.66651
26247,26735,32004.0,UGC05820,UGC05820,10432894+8053274,,G,160.870605,80.890953,56.2942345891,,0.020214,-19.3163,0.01665877230283248,4192953055.024018
36147,36638,,,2781828,11161397+8001433,,G,169.058243,80.028717,188.535591271,,0.048658,-20.562,0.022502939502425684,13206872951.464264
37651,38142,,,2783571,11085727+8039073,,G,167.238663,80.652054,189.64574515200002,,0.041081,-20.9297,0.023361238722586053,18530195444.501358
40785,41278,33696.0,PGC033696,PGC033696,11073425+8251138,,G,166.892746,82.853859,43.4202838261,,0.008931,-18.0865,0.02471754197523403,1350827831.6508696
139306,139799,,,32647,10530254+8027375,,G,163.26062,80.460426,153.373504319,,0.034366,-20.2998,0.06636448790923719,10373373136.22613
139322,139815,,,34209,11150537+8019356,,G,168.7724,80.326576,210.81203835099998,,0.047097,-20.4185,0.0663726584155597,11571775514.357105
139323,139816,,,34210,11151096+8020226,,G,168.7957,80.33963,232.311737295,,0.051761,-20.9004,0.06637332498983596,18036821195.187325
179872,180365,,,2782176,11014965+8007567,,G,165.456909,80.132439,237.733039765,,0.05293,-20.1314,0.08271763685564272,8883006911.179836
179884,180377,,,2782372,11050509+8011401,,G,166.27121,80.19448100000002,188.946714278,,0.042295,-20.1357,0.0827220988142147,8918257341.209654
179891,180384,,,2782482,10413455+8013577,,G,160.393967,80.232712,189.01523993799998,,0.042304,-20.3495,0.08272552586478073,10859254213.126295
179919,180412,,,2782898,10415734+8022418,,G,160.488922,80.378281,262.378676684,,0.058213,-21.0556,0.08273825084518,20808462875.823174
179942,180435,,,2783429,11023704+8035289,,G,165.654358,80.591385,179.408669595,,0.040178,-19.8422,0.08274935636670351,6805812811.535609
180002,180495,,,2784668,11125243+8111075,,G,168.21846000000005,81.18544,258.596789912,,0.057402,-19.6031,0.08277922469224668,5460595413.806177
180041,180534,,,2785349,11091312+8134088,,G,167.304672,81.569138,161.532606077,,0.0362,-20.3413,0.08279663772722141,10777548849.98152
180083,180576,,,2785929,10475522+8154570,,G,161.980087,81.91584,274.59350733,,0.06081,-20.6345,0.0828162181103201,14118871968.036556
182140,182633,,,3085957,10554361+8311195,,G,163.931717,83.188751,219.313811372,,0.048919,-20.6753,0.0836210399933955,14659528427.398016
182141,182634,,,3085958,11020339+8331228,,G,165.51414499999996,83.523003,253.70996341900002,,0.056337,-20.3937,0.08362145798595368,11310453015.73333
189101,189594,,,,10413115+8532497,,G,160.379807,85.547157,268.606973256,,0.05950900000000001,-21.0666,0.08610726677062837,21020352759.524673
189102,189595,,,,10431534+8820252,,G,160.813919,88.340347,251.329741138,,0.055793,-20.3442,0.08610766613429388,10806374148.063679
189103,189596,,,,10432794+8821553,,G,160.866455,88.365364,286.40987421799997,,0.063284,-20.4479,0.08610810552265602,11889401685.05694
201913,202406,,,,10492735+8404302,,G,162.363998,84.075073,268.190462072,,0.05943,-20.9862,0.09048720290448437,19520008390.127453
201914,202407,,,,10474211+8506214,,G,161.925476,85.105965,237.872164217,,0.052919000000000015,-19.6737,0.09048741826622356,5827469376.901918
201915,202408,,,,10514395+8510496,,G,162.933151,85.180458,254.99160297,,0.056599,-19.9556,0.09048769747466846,7555096223.709726
201916,202409,,,,10584217+8534004,,G,164.67571999999996,85.56680300000002,192.077555477,,0.042956,-20.0474,0.0904880013171888,8221669220.87779
201917,202410,,,,11012679+8727559,,G,165.361649,87.465546,213.75705164299998,,0.047682,-20.6316,0.09048852170671834,14081210798.111748
201918,202411,,,,11051459+8722562,,G,166.310822,87.382286,234.947142318,,0.052274,-20.2249,0.09048887951348528,9681886786.817842
201919,202412,,,,11080574+8741253,,G,167.023956,87.69036899999998,285.643115669,,0.063126,-20.1001,0.09048919846785017,8630580346.89009
201920,202413,,,,11041564+8817307,,G,166.065201,88.291885,204.943797305,,0.045758,-19.2122,0.0904893392567936,3809605455.609843
201921,202414,,,,11084906+8502446,,G,167.204453,85.045738,281.26222363200003,,0.062211,-20.9436,0.09049003288788184,18768950978.218082
201922,202415,,,,11075252+8730181,,G,166.968842,87.505043,218.373196637,,0.048685,-19.778,0.09049026996440518,6415049325.106654
201923,202416,,,,11164633+8654265,,G,169.19305400000005,86.907364,194.895650224,,0.043569,-19.491,0.09049045197159733,4924929296.0502825
201924,202417,,,,11124723+8728212,,G,168.196793,87.472565,167.951892705,,0.037645,-20.5829,0.09049094953513824,13463562786.811874
201925,202418,,,,11165796+8403045,,G,169.241531,84.051277,277.675179046,,0.061455,-21.0217,0.0904916948993728,20168797241.506733
201926,202419,,,,11182783+8605470,,G,169.615982,86.096397,200.864829207,,0.04488,-20.1215,0.09049202020273336,8802377705.913467
201927,202420,,,,11163238+8741296,,G,169.134918,87.691582,227.768405367,,0.050721,-20.7185,0.09049258395532292,15254571048.86326
204869,205362,,,,11033436+8025549,,G,165.893204,80.431923,267.85822567099996,,0.059386,-20.9655,0.09145662338447118,19151376754.674774
204870,205363,,,,11141407+8013526,,G,168.55864,80.23129300000002,254.32974993599998,,0.05649600000000001,-19.971,0.09145690658140687,7663020722.739182
204871,205364,,,,11180300+8006082,,G,169.512527,80.102287,184.992998945,,0.041423,-20.5548,0.0914573914326906,13119582051.266008
204872,205365,,,,11182107+8028120,,G,169.58783,80.47000899999998,140.19903164299998,,0.031418,-19.1697,0.09145752681706727,3663363381.91184
251997,252490,,,,10403437+8340134,,G,160.143234,83.67041,186.457948375,,0.041726,-20.5159,0.1073235361538145,12657851608.095377
337646,342804,,,2790720,,,G,168.197,87.47256,227.837757443,,0.05073728536859999,-19.8881,0.11916498546538215,7099700034.978939
527392,548018,,,139469,10592949+8358079,,G,164.87291000000005,83.96888,308.909264378,,0.068472,-21.1042,0.21061325454276267,21761057675.041763
814743,835374,,,2781823,10501743+8001372,,G,162.572662,80.027008,887.16865134,,0.182214,-21.816,0.42760337291267214,41917946593.25628
814748,835379,,,2781939,11185723+8003444,,G,169.738495,80.06235500000003,568.465073185,,0.121432,-20.8375,0.4276078104706385,17021585083.94957
