Rank Type,Distinction,Cutoff Value,a,b,c,d,Mean Placement of Host
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.151,615241721.4982274,0.008998919026365293,-1.1515041006455529,0.4262513142828972,0.6106058282198807,0.417834958321674
Sum Ranks,0.151,615241721.4982274,0.008998919026365293,-1.1515041006455529,0.4262513142828972,0.6106058282198807,0.417834958321674
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.158,37.97414679243108,-2.0196132303269296,-1.2451951890396895,-0.22625166032433608,1.471711551807203,0.650893575572882
Sum Ranks,0.164,0.03128884333141386,0.5632436791960274,-0.8712525123384922,-0.25794542246921726,2.093698513295328,0.5181779788906871
Sum Ranks,0.164,0.03128884333141386,0.5632436791960274,-0.8712525123384922,-0.25794542246921726,2.093698513295328,0.5181779788906871
Sum Ranks,0.164,0.03128884333141386,0.5632436791960274,-0.8712525123384922,-0.25794542246921726,2.093698513295328,0.5181779788906871
Sum Ranks,0.164,0.03128884333141386,0.5632436791960274,-0.8712525123384922,-0.25794542246921726,2.093698513295328,0.5181779788906871
Sum Ranks,0.164,0.03128884333141386,0.5632436791960274,-0.8712525123384922,-0.25794542246921726,2.093698513295328,0.5181779788906871
Sum Ranks,0.164,0.03128884333141386,0.5632436791960274,-0.8712525123384922,-0.25794542246921726,2.093698513295328,0.5181779788906871
Sum Ranks,0.164,0.03128884333141386,0.5632436791960274,-0.8712525123384922,-0.25794542246921726,2.093698513295328,0.5181779788906871
