Rank Type,Distinction,Cutoff Value,a,b,c,d,Mean Placement of Host
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.181,1356.6949386168735,2.547681898624446,-1.344217457161335,0.3291532847832439,2.862522543195628,0.3577226711612949
Sum Ranks,0.181,1356.6949386168735,2.547681898624446,-1.344217457161335,0.3291532847832439,2.862522543195628,0.3577226711612949
Sum Ranks,0.181,1356.6949386168735,2.547681898624446,-1.344217457161335,0.3291532847832439,2.862522543195628,0.3577226711612949
Sum Ranks,0.181,1356.6949386168735,2.547681898624446,-1.344217457161335,0.3291532847832439,2.862522543195628,0.3577226711612949
Sum Ranks,0.181,1356.6949386168735,2.547681898624446,-1.344217457161335,0.3291532847832439,2.862522543195628,0.3577226711612949
Sum Ranks,0.181,1356.6949386168735,2.547681898624446,-1.344217457161335,0.3291532847832439,2.862522543195628,0.3577226711612949
Sum Ranks,0.192,0.02058279911807509,3.035633994319938,0.04663494873707563,-0.12296633852787897,1.5754841383540539,0.34661377067836885
Sum Ranks,0.192,0.02058279911807509,3.035633994319938,0.04663494873707563,-0.12296633852787897,1.5754841383540539,0.34661377067836885
Sum Ranks,0.192,0.02058279911807509,3.035633994319938,0.04663494873707563,-0.12296633852787897,1.5754841383540539,0.34661377067836885
Sum Ranks,0.192,0.02058279911807509,3.035633994319938,0.04663494873707563,-0.12296633852787897,1.5754841383540539,0.34661377067836885
Sum Ranks,0.2,211285.76937946866,6.97046545071244,-0.8221911986651498,0.35614157688812487,1.1137356383872836,0.32375098667616614
Sum Ranks,0.2,211285.76937946866,6.97046545071244,-0.8221911986651498,0.35614157688812487,1.1137356383872836,0.32375098667616614
Sum Ranks,0.2,211285.76937946866,6.97046545071244,-0.8221911986651498,0.35614157688812487,1.1137356383872836,0.32375098667616614
Sum Ranks,0.2,211285.76937946866,6.97046545071244,-0.8221911986651498,0.35614157688812487,1.1137356383872836,0.32375098667616614
Sum Ranks,0.2,211285.76937946866,6.97046545071244,-0.8221911986651498,0.35614157688812487,1.1137356383872836,0.32375098667616614
Sum Ranks,0.2,211285.76937946866,6.97046545071244,-0.8221911986651498,0.35614157688812487,1.1137356383872836,0.32375098667616614
Sum Ranks,0.2,211285.76937946866,6.97046545071244,-0.8221911986651498,0.35614157688812487,1.1137356383872836,0.32375098667616614
Sum Ranks,0.2,211285.76937946866,6.97046545071244,-0.8221911986651498,0.35614157688812487,1.1137356383872836,0.32375098667616614
Sum Ranks,0.2,211285.76937946866,6.97046545071244,-0.8221911986651498,0.35614157688812487,1.1137356383872836,0.32375098667616614
Sum Ranks,0.2,211285.76937946866,6.97046545071244,-0.8221911986651498,0.35614157688812487,1.1137356383872836,0.32375098667616614
Sum Ranks,0.2,211285.76937946866,6.97046545071244,-0.8221911986651498,0.35614157688812487,1.1137356383872836,0.32375098667616614
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.213,14350094526460.072,8.142267694842783,-2.475411473119585,0.5575889683520074,0.07916334491519184,0.3408845128091486
Sum Ranks,0.218,578614287048.4766,11.036784461944372,-2.2328381554438326,0.1500250311236493,-1.6172790537940767,0.3381122032404851
Sum Ranks,0.218,578614287048.4766,11.036784461944372,-2.2328381554438326,0.1500250311236493,-1.6172790537940767,0.3381122032404851
Sum Ranks,0.218,578614287048.4766,11.036784461944372,-2.2328381554438326,0.1500250311236493,-1.6172790537940767,0.3381122032404851
