Max Rank,Sum Ranks,Top 5 Avg,Max Rank2,Sum Ranks2,Max Rank3,Sum Ranks3,Max Rank4,Sum Ranks4,Max Rank5,Sum Ranks5,Max Rank6,Sum Ranks6,Max Rank7,Sum Ranks7,Max Rank8,Sum Ranks8,Max Rank9,Sum Ranks9,Max Rank10,Sum Ranks10,Max Rank11,Sum Ranks11,Max Rank12,Sum Ranks12,Max Rank13,Sum Ranks13,Max Rank14,Sum Ranks14,Max Rank15,Sum Ranks15,Max Rank16,Sum Ranks16,Max Rank17,Sum Ranks17,Max Rank18,Sum Ranks18,Max Rank19,Sum Ranks19,Max Rank20,Sum Ranks20,Max Rank21,Sum Ranks21,Max Rank22,Sum Ranks22,Max Rank23,Sum Ranks23,Max Rank24,Sum Ranks24,Max Rank25,Sum Ranks25,Max Rank26,Sum Ranks26,Max Rank27,Sum Ranks27,Max Rank28,Sum Ranks28,Max Rank29,Sum Ranks29,Top 5 Avg2,Top 5 Avg3,Top 5 Avg4,Top 5 Avg5,Top 5 Avg6,Top 5 Avg7,Top 5 Avg8,Top 5 Avg9,Top 5 Avg10,Top 5 Avg11,Top 5 Avg12,Top 5 Avg13,Top 5 Avg14,Top 5 Avg15,Top 5 Avg16,Top 5 Avg17,Top 5 Avg18,Top 5 Avg19,Top 5 Avg20,Top 5 Avg21,Top 5 Avg22,Top 5 Avg23,Top 5 Avg24,Top 5 Avg25,Top 5 Avg26,Top 5 Avg27,Top 5 Avg28,Top 5 Avg29
3155522.693667029,359194090.0156603,2467933.025605454,546725397169700.3,754253039578889.9,2743206255619.1567,4142938980978.8936,5.248186366848077e+24,8.327032129909025e+24,1321903521193976.8,5.402537915034123e+16,475.60619040184554,23990.51392634087,1653104634761533.5,3.377366897362248e+16,9957323470247.621,231162262007396.62,3120845.1457715738,246197839.0355833,27719.63423533361,1583742.9446311789,1.2977535327809123e+17,3.7514845874765885e+18,31439.86491534193,2475331.710440206,16742006209884.918,339950897821238.0,280.7337652710891,15947.680732253104,1307376491246965.5,3.771123541258296e+16,988403248572344.9,2.2972027556227944e+16,5325742.609754544,572496475.0319692,414313766.10626274,63510553095.17787,5.8265884626026285e-06,0.0005743019371080669,56954.658050735976,90203.98919560376,4.472573176567537e+49,4.6395174604595823e+49,156265954320796.56,300362179333923.6,2286363.594222758,18609621.782506786,4.456309670564047e-06,5.38332286174039e-06,0.010033697374418064,7.775092624297338,28459.153951085482,49656.24022609729,285.77120261880464,499.0628737206622,2.7543460141170013e+49,3.132191464584329e+49,24695246284981.562,257061545200520.12,147528362909475.2,801682272140.5021,1.6449583452239457e+24,955738324648685.0,322.3899944804421,853625565222118.9,6409080238776.314,2052970.097069128,19756.466162197947,7.783163753950288e+16,20685.069837865012,8621655106223.494,200.25289627206374,784087222610108.9,635413997286052.8,3609858.7061771182,341341796.2029241,4.961616301877565e-06,17776.13059206927,9.235008892542932e+48,56819975116259.0,957228.8193686059,1.0766644394311252e-06,0.010017765007906163,9749.269463430359,97.98038284698417,6.263772864829141e+48,10754622460485.975
3700632.9543186645,343007389.4481875,2809256.660669135,112779397381704.05,147227468382807.03,561289726188.064,850010864604.8148,3.052880252495643e+24,3.40344348980815e+24,1797985544674555.8,5.739304667695618e+16,6114.584105444136,34000.49929990724,1429009579163696.8,3.768994280373325e+16,13694684262589.285,246462136604807.7,3528602.2917509703,221143360.93013346,215190.51866720567,2046690.0874044069,1.7057787972615843e+17,3.691965617443195e+18,35464.42278629519,2219257.4371551983,14362343979541.846,378662810553898.5,2232.487635742132,20719.65517834065,1714402912093679.2,3.702982702900206e+16,1362579466327939.0,2.4534240230411428e+16,4370293.671062773,604003520.914673,463272886.8970805,57998255810.285385,2.4595280681958494e-05,0.00046613316736652887,4166.292622641433,7715.329092541362,1.0900023415186563e+49,1.1341544803237134e+49,71155868515607.66,132367920085591.58,1041065.1773086209,11596093.324285548,4.0578962593005275e-09,4.073295433128828e-09,0.00998686702243818,5.264947930953209,2549.559393950954,5121.199391195963,25.660792001027506,51.4199157085385,9.320077836077861e+48,9.381631017477558e+48,220834770884563.1,553117129477087.9,29409156894687.137,169736873886.23868,6.805585505030498e+23,1097470157980172.2,2216.489728155347,1010569886764723.0,8202995751235.026,2371429.08830024,113809.77662423337,8.621557394135629e+16,23879.80446388107,10176016684741.121,1174.5609555259973,866617693078401.0,814771527799864.8,3801306.1099653267,336959563.5155943,1.5876215199252517e-05,1529.779076855116,2.259790983637705e+48,26196672315805.562,777481.0028443091,8.14658827622082e-10,0.009940892517806024,1014.1671318401865,10.182780854266245,1.8763261698839332e+48,57603030591424.336
10337832.73740024,472890626.7038708,6358568.739289984,1.1043631341776674e+16,1.6627382045501348e+16,54270241677002.69,77784154107689.27,1.3584132236038136e+26,2.2276885693507617e+26,6051431330778329.0,8.65566785057009e+16,3886.7870019944844,53510.83212260388,2.1909987682875656e+16,8.871418294929683e+16,106870785706464.14,596237094892864.0,4948319.826164793,328450987.2539386,221243.43351034037,3655848.8904616116,2.8424822522588506e+17,5.932427101687379e+18,50425.05377634086,3304674.6791459154,223270189874581.75,898326543608781.5,2258.66109844951,37047.50367680348,2896585618224622.0,5.965140852951357e+16,1.0487461849713086e+16,5.890116478450161e+16,21597388.499703057,743152300.4940026,807085324.7945548,80020264911.05124,4.563631800895995e-06,0.0005889077418608274,897825.4267100884,1361399.9094692417,2.0325631883511328e+49,2.461986513268992e+49,311692812270042.8,643894641356446.2,2321027.623938971,19963868.100673866,0.14303496777338573,0.14406715486514451,0.010025659409742975,7.91128473042885,439889.9195823222,633726.8322151154,4412.063512749944,6353.834182918485,1.8452864860617045e+52,2.2723233713329024e+52,808378521164877.6,2148786864088930.0,3323610164874059.0,15547450439726.006,4.4521679695286715e+25,2617090266492422.0,2493.1592857746073,6978455365167387.0,44469412507491.11,4759524.521351384,178951.0181038831,1.7971030617284064e+17,48477.57115769156,71107602087702.73,1824.6015971415793,1813741404610028.0,4364769212260859.0,9366844.872204255,513871429.7671927,4.312231456436646e-06,272169.6651517582,4.865861613992894e+48,125794851213351.75,1080466.831244681,0.02881343097302827,0.010001112770482868,126688.02127479855,1270.191329005514,4.544643117519467e+51,264813224608545.6
8008979.291663997,41504140.472515956,3107279.8742422564,76.36056063854106,76.36056063889484,0.8031020932881098,0.8031020932918869,178266241600.31195,178266241629.4117,6529896754842222.0,1.1466998276722786e+16,847.5601103769235,3906.624301187197,7033335995418004.0,1.179884197269049e+16,64143749294302.76,91059951910981.34,7368871.840763818,23616401.013396785,78672.9069501453,230504.0118517329,6.061233339064244e+17,8.841864724609436e+17,73041.5780111222,233822.10103930632,69715686592061.53,116941713242674.8,779.8199499918505,2284.330805310264,6008003088475283.0,8761034147105931.0,6471205590106879.0,9187177676823076.0,8704690.579562847,83786466.97690076,750158399.6762991,5145206528.878297,1.8409241344228796e-06,5.54635572265081e-05,3.270913869439037e-08,3.270913869439467e-08,4.596186303414872e+41,4.646168070122623e+41,22666160.19814206,22667931.4836149,705986.1581023829,782422.184611097,3.346963978303196e-51,3.346963978303196e-51,0.00952974227312674,0.6432952734421724,3.4709707917553456e-08,3.470970791755809e-08,3.440097549762818e-10,3.440097549763277e-10,3.1778852894300793e+22,3.1778852894300793e+22,75090597356250.64,128421157673736.86,15.272112127778968,0.16062041865837737,35653248325.88234,1803385485493582.8,363.6190645950424,1998695037706383.5,16671966638397.531,2421347.5580950906,27473.145018992764,1.55316445172048e+17,24008.636536385085,19817590399893.69,272.4905965818274,1539551450266798.0,1681695795347461.2,4405888.3473811885,287780202.86148655,1.1817439124206007e-06,6.5418277388789335e-09,9.292336140245246e+40,4533586.29672298,156483.6678233831,6.693927956606392e-52,0.008218539396560653,6.9419415835116176e-09,6.880195099526555e-11,6.355770578860159e+21,22627706068656.06
9017173.331449872,761343721.7933571,4745480.634768637,385002775497043.1,962497399268912.8,3417376633369.6577,8992051183681.822,6.390044173135773e+24,1.0583827323849216e+25,1.3144892697074526e+16,1.3831459169207574e+17,1296.5087632036887,61285.57743579349,1.9183543410853064e+16,1.1395132643754413e+17,81309414889410.78,681910207355572.8,3850488.203684116,522141220.8276218,63241.37344862163,4048875.615575229,5.655041511056885e+17,9.198809430813148e+18,38219.273250727594,5152593.456777081,190412500636954.66,1127626175617535.8,632.3844950140892,40057.26425384339,5613095413420501.0,9.07681415023105e+16,8191703197134278.0,6.896257456115764e+16,21116650.821476247,1238798984.4537444,622489466.1659977,122639054374.33421,3.59297097434003e-06,0.00099638782843957,45576.16163793078,155068.32226203335,3.71891893026555e+49,4.699679520142124e+49,214764731175035.1,768291141216776.8,1789087.8742704468,55117838.56298504,0.2637486583415343,0.3395652820387833,0.009912539874124975,13.95849369455302,81868.245978374,190238.59538522354,813.9033678968144,1887.4811618310628,4.083266453462645e+49,4.3598513458988985e+49,277886366676165.84,1361685697267978.5,168539576647473.72,1603269297266.0637,1.9064407752387468e+24,4580559859318411.0,1021.0303806872196,6179158837452698.0,27453239288784.953,3179726.516185352,50246.04091267758,2.5778788191542435e+17,31460.06021192474,61374421575072.33,500.3773996729008,2548139718394187.0,2769410377739619.0,10995665.852079803,582848886.0474762,3.4210474078367627e-06,24103.92276240856,9.011043566338794e+48,115165946164016.0,1278891.2720771967,0.06790782897606142,0.009900892814058574,31065.525115961966,308.4962611412973,8.688609051013202e+48,113413966758769.75
9387028.672686148,643651711.0876489,6199784.005886418,221954682708962.78,242421534140158.22,1646355488776.3567,1749572348345.4475,1.0827901889654958e+25,1.114336974930679e+25,3435907998368001.5,1.0682805680357165e+17,2911.3170108677773,62566.72960124077,9837894101919654.0,9.909419404949782e+16,88116307301831.88,717378169914776.0,8331725.158439134,454603197.6213903,256064.2410757754,4460326.014342789,3.0678210827149805e+17,7.594211175649151e+18,84077.98402832157,4539133.93274782,99277194991928.66,992513533284702.8,2584.0224877781066,44706.92968633154,3075110522193473.0,7.582077905610195e+16,8731903635654791.0,7.161400686304378e+16,10646844.083484916,990065886.6728957,486786957.5577613,96766146218.90002,5.602010025242594e-06,0.0011203598798092268,4549.716249599874,6590.068905790043,1.6947808951821428e+50,1.7217781900641616e+50,400268281483104.56,457567585788509.1,2732460.651813637,32997584.84593695,8.37285738025217e-07,8.374925693991018e-07,0.010026425429144118,13.062593771195264,3381.3057388489524,4877.095421896848,33.74765618135462,48.71667116987257,1.172434593319934e+50,1.1728648216934042e+50,302354295069594.1,1503471186712888.0,48345795266872.11,348762327292.8445,2.226349367908694e+24,3001503058201081.0,1691.1460144405853,5068284664570286.0,41295954403535.58,5615857.7038739715,132859.42472684343,2.477688614435114e+17,56447.91276058593,51002565184854.2,1341.7187312052338,2485409950565797.0,4104667539169801.0,8537091.969237652,448884720.5443357,4.754531194006151e-06,1275.7985293716072,3.4350830321874385e+49,88683936629800.38,1783177.9110790924,1.674985133903639e-07,0.009938212580906703,936.6226240631313,9.356797655534702,2.3457287952098525e+49,127640819934094.4
7112216.370728472,394698897.67141926,5071841.920675765,58463943518759.445,66350270894271.484,448894411130.8915,483791752853.2518,3.3664185102065075e+23,4.72805132260924e+23,3911166447816708.0,6.710855525140499e+16,1755.650199862364,42026.05097569923,8540558746837908.0,7.186308937563892e+16,50583621704058.08,435658970764233.3,4213246.717163385,256254975.46548578,104025.11749117982,2659498.535890887,2.3050759591112656e+17,4.286954620211338e+18,42123.90231582185,2541108.6237487523,85388225880242.66,714939895111038.2,1040.0397085078705,26460.702965912733,2298270198531229.0,4.251158413635475e+16,5059390663500051.0,4.3802816266458424e+16,12005853.229054213,688559068.961906,409529556.8956469,54420176811.01108,3.924259177406631e-06,0.00042040602687256663,10153.320751420835,10618.172035123203,6.011126622075935e+47,8.617642271617362e+47,26074466296870.004,40116651156291.68,642549.7980969774,14538862.987951256,4.126955891107681e-07,4.126955907773588e-07,0.009856575386409504,5.038793768781313,7867.2432601186465,8076.883805169271,77.95862997626315,80.02753876743253,1.1332773585861002e+47,1.308410962374425e+47,210866509065551.25,1099060444359598.0,13257233614666.889,96695757704.60266,9.439028439430333e+22,2587704958170563.0,1132.1099575438807,4718790284372117.0,27626160061643.555,3200454.644214991,66691.6421053512,1.6491210380839674e+17,31861.498266504128,47092590012891.1,667.6224338523904,1642193331318070.0,2768723479609680.0,9042911.757821636,381071115.3999223,3.0503284172274583e-06,2122.5416554655403,1.6084190343061756e+47,7618215183832.13,535516.3311801304,8.253911815547173e-08,0.009774279978654977,1614.7513037739195,15.999320366351139,2.6168156421825027e+46,98456485665467.58
16187525.336650567,436644611.8155384,8424892.166372344,3078238069632555.0,5309069208035121.0,16529252640970.047,27477972197017.98,8.464127659410209e+25,1.2613936174577888e+26,1.936299240218566e+16,9.513188630561869e+16,2597.7167140364154,39664.84371795108,3.1177391377639824e+16,9.707556591414958e+16,262035976524704.06,744568583741607.9,13627920.60890026,307116060.4016516,219062.93825890377,2870358.52789251,1.6328624234459766e+18,7.127205512925337e+18,136050.9594189379,3048455.452094301,311251740514058.94,966924633757381.1,2186.960415941292,28599.23029131891,1.6301276305049176e+16,7.083176482414725e+16,2.6247558267915056e+16,7.473516621603536e+16,19227876.654459737,680038063.2156157,1007027075.8521107,67357337371.0119,1.6361171040342572e-05,0.0004078935592658426,111949.5120421592,252959.1219148392,5.423225394153955e+49,1.3319120883703298e+50,442088584834847.5,1211421911255075.5,2006904.8369459603,29886846.836316645,1.5402930163716486e-05,1.7033163274533485e-05,0.009858598050537662,5.429809869312963,60719.13333034308,131164.50793269475,601.1366651050004,1298.1916116992404,7.164145703479294e+51,7.493464063368723e+51,501163101726108.56,1318048739651609.2,929418664283273.2,4835217264715.186,2.3387122019410556e+25,6578627800465932.0,1627.765826398417,1.0662475766046788e+16,88455668110415.56,6949397.418700737,131641.4951406748,5.432803228686927e+17,69402.57278084822,106468339279533.75,1319.9362713474868,5422081805784951.0,8858689773838467.0,10358643.514888782,587221502.0934451,5.569486312306556e-06,42296.374870025305,2.475081083991978e+49,167639617828668.97,1407341.1786969528,3.406280672193909e-06,0.009852782519104115,22045.334489292112,218.19374996076886,1.4962239959593859e+51,176637393252473.34
4037488.6111368802,304460807.2070284,2383178.2783629005,6436407371883315.0,1.29658154430359e+16,29389336587103.105,67539919489424.35,1.2010567368766406e+26,2.20013111188592e+26,2052900053272394.0,4.46010468088188e+16,593.6704390470421,21203.169175582178,1734522367409431.0,2.829461583383971e+16,16301314285060.016,214365559779212.06,3768925.306293922,227672746.1323177,32060.19244218888,1523041.6111386365,1.903432719978799e+17,3.43044411117824e+18,37944.95361324845,2286156.0467273095,17462901337572.97,284438628127745.44,322.77702957369365,15320.847029156423,1916346448811853.8,3.4436683561169096e+16,1619146423553990.8,2.133166167241754e+16,5274203.333277827,434012606.1619301,474638230.1923688,52862548893.07599,5.643342346727674e-06,0.0005127825928183695,344924.087138182,996133.4832119899,1.2409400441779473e+49,5.229787647707509e+49,331739257477693.6,1683988341858475.2,1837148.4207592625,26221874.061937526,0.09937942379078667,0.11617880722149573,0.01013956487337495,7.126158047249809,157192.64598454666,574275.8110473097,1574.9609227946,5765.8439028036855,1.442537285196764e+52,1.7364745326673417e+52,30165274375590.887,231616443060501.47,2310434605937190.5,11743841913250.582,4.152972972048748e+25,897957169844440.1,349.22478868440515,773930473625179.4,6388394708445.163,2198084.8580109053,21510.974098054758,8.021175670259506e+16,22120.30456749083,7812276231369.533,217.30300180394767,806846389415908.0,634714273197009.2,3372136.8628169918,341757405.29150033,4.677146797989556e-06,173815.84528409533,8.609669449311284e+48,248034086215530.1,1228522.9717420563,0.02323299346915557,0.010058781257746502,99976.99192889758,1003.7168025069246,3.46824595116395e+51,12335740216358.695
4428431.24960299,403812497.3970044,3858772.752179065,2.2026907499086148e+16,6.916000648218125e+16,89749661946196.14,324922984072814.56,1.0138962762100218e+27,1.542047659389052e+27,1919760797344717.8,6.19359715144683e+16,952.6859593214384,34479.1815981277,3017162158009496.5,5.197787790626781e+16,19611003332460.293,358923106020394.5,3347293.834096204,287117837.9885251,56036.565242771016,2406327.3125572493,1.6119260160718896e+17,4.4421567311768284e+18,33564.2278171211,2865059.721877978,30327006237063.406,519889500019490.0,564.442944278181,24065.449443541067,1608952286827732.8,4.431675676294809e+16,1955766445539962.0,3.5900684201961816e+16,10622520.661266582,638430064.4467001,459974871.88414985,61396307025.38435,3.300226370881883e-06,0.0006456242742712548,1036897.483335587,5354865.241872573,8.344016637328648e+50,8.94241907741605e+50,1137918021288831.2,3415765963577434.0,2375908.5598529014,25484152.089697335,1.2886266930322783,1.5500025169723444,0.01002060995572117,8.172525728405683,631027.3338200366,2614622.1463606847,6287.720130438149,26012.4851676959,1.0279856589125488e+54,1.0838092180148902e+54,84210704998059.2,617908060099655.2,1.157513844642539e+16,53436404180949.6,2.859541854612085e+26,1553899828433483.8,740.3044196811637,2490003203340798.0,15129921271407.652,2923806.525914858,46392.43592406987,1.2332307201234466e+17,29266.74417013218,25025569648324.484,466.4641626766146,1233407807052388.8,1508428152715320.8,6817140.130025571,405487155.0844544,2.6360024316216073e-06,755407.0485577789,1.7783395919660197e+50,544559777966590.7,1295701.1204519595,0.30578671569273824,0.009990677140809211,361323.7300431953,3594.5831248188515,2.1612082442725484e+53,50606903442430.52
