Rank Type,Distinction,Cutoff Value,a,b,c,d,Mean Placement of Host
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Sum Ranks,0.141,72349200000.0,1.0,0.0,1.0,1.0,0.344124
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
Top 5 Avg,0.218,64.57013844635445,-0.37307757310087153,1.0166476331743382,0.40205973522909444,0.4601288946505919,0.4404528988600219
